"url","pinner_avatar","board_id","pin_url","pin_no","index","batch"
"https://www.pinterest.com/nrsoucy/health/","https://s-media-cache-ak0.pinimg.com/avatars/nrsoucy_1358962738_30.jpg",201,"https://s-media-cache-ak0.pinimg.com/236x/eb/3d/0b/eb3d0be794118746001a9b8348397ed0.jpg","172262754468281092",837,5
"https://www.pinterest.com/christina5487/health/",NA,209,"https://s-media-cache-ak0.pinimg.com/236x/02/94/56/0294562acc8f24e8fac1b7ab1d49b25e.jpg","30891947414540262",879,5
"https://www.pinterest.com/nrsoucy/health/","https://s-media-cache-ak0.pinimg.com/avatars/nrsoucy_1358962738_30.jpg",201,"https://s-media-cache-ak0.pinimg.com/236x/c9/3f/01/c93f01ef22769d05871d9365f7407571.jpg","456622849689004001",840,5
"https://www.pinterest.com/rosehise/health/","https://s-media-cache-ak0.pinimg.com/avatars/rosehise-84_30.jpg",194,"https://s-media-cache-ak0.pinimg.com/236x/fc/1f/31/fc1f31f9b8f8b976850a636a63c86df6.jpg","137500594846351270",802,5
"https://www.pinterest.com/janalynedmonds/health/","https://s-media-cache-ak0.pinimg.com/avatars/janalynedmonds-1373766239_30.jpg",196,"https://s-media-cache-ak0.pinimg.com/236x/45/91/b1/4591b167e23f55496805a0e5e992a591.jpg","85920305365353259",815,5
"https://www.pinterest.com/csillafgyulai/health/","https://s-media-cache-ak0.pinimg.com/avatars/csillafgyulai-1416187634_30.jpg",218,"https://s-media-cache-ak0.pinimg.com/236x/0d/18/c1/0d18c1730e3415077a496d947cf21ee5.jpg","68820700525940000",910,5
"https://www.pinterest.com/blacksayshi/fitnesshealth/","https://s-media-cache-ak0.pinimg.com/avatars/blacksayshi_1388635030_30.jpg",216,"https://s-media-cache-ak0.pinimg.com/236x/d3/28/41/d328413376d3a08815f5700f7ddf1ae1.jpg","420875527647432633",898,5
"https://www.pinterest.com/teytey903/health/","https://s-media-cache-ak0.pinimg.com/avatars/teytey903_1363458298_30.jpg",220,"https://s-media-cache-ak0.pinimg.com/236x/42/c5/82/42c582b1c0d6f6e2b3ae3377cf569fb2.jpg","186266134564203971",917,5
"https://www.pinterest.com/mackayfamily/health/","https://s-media-cache-ak0.pinimg.com/avatars/mackayfamily_1344913668_30.jpg",200,"https://s-media-cache-ak0.pinimg.com/236x/a6/62/78/a66278ff7df18f7060b2fdee17c7abca.jpg","336573772128090790",832,5
"https://www.pinterest.com/pawlounge/health/","https://s-media-cache-ak0.pinimg.com/avatars/pawlounge_1410101978_30.jpg",205,"https://s-media-cache-ak0.pinimg.com/236x/e3/c2/a7/e3c2a76fd8105f779885ceb0d51dd867.jpg","164592561358883497",857,5
"https://www.pinterest.com/clark9106/health/","https://s-media-cache-ak0.pinimg.com/avatars/clark9106_1371087556_30.jpg",233,"https://s-media-cache-ak0.pinimg.com/236x/7a/a1/19/7aa119bb0b5b0c33738509ce415b77e2.jpg","310678074265672388",968,5
"https://www.pinterest.com/blacksayshi/fitnesshealth/","https://s-media-cache-ak0.pinimg.com/avatars/blacksayshi_1388635030_30.jpg",216,"https://s-media-cache-ak0.pinimg.com/236x/20/6c/42/206c42e4094b6b9bf633f754282fc12d.jpg","51017408250723261",900,5
"https://www.pinterest.com/blacksayshi/fitnesshealth/","https://s-media-cache-ak0.pinimg.com/avatars/blacksayshi_1388635030_30.jpg",216,"https://s-media-cache-ak0.pinimg.com/236x/12/d8/10/12d810c8187df741747636fe7b54e175.jpg","132152570289928261",896,5
"https://www.pinterest.com/clark9106/health/","https://s-media-cache-ak0.pinimg.com/avatars/clark9106_1371087556_30.jpg",233,"https://s-media-cache-ak0.pinimg.com/236x/45/e1/73/45e17369a9f02cf7d700c4bda68484f8.jpg","511158626429790326",970,5
"https://www.pinterest.com/claudinestout/health/","https://s-media-cache-ak0.pinimg.com/avatars/claudinestout_1342234177_30.jpg",204,"https://s-media-cache-ak0.pinimg.com/236x/b7/93/b0/b793b08d488a687de24d98de9170d54b.jpg","221872719112299370",852,5
