"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.pinner_avatar","Input.board_id","Input.pin_url","Input.pin_no","Input.index","Input.batch","Answer.Q01Answer0","Answer.Q02Answer0","Answer.Q03Answer0","Answer.Q10Answerb","Answer.Q11Answer_other_a","Answer.Q11Answer_other_b","Answer.Q11Answer_other_c","Answer.Q11Answera","Answer.Q11Answerb","Answer.Q11Answerc","Answer.Q12Answera","Answer.Q12Answerb","Answer.Q12Answerc","Answer.Q13Answer_other_a","Answer.Q13Answer_other_b","Answer.Q13Answer_other_c","Answer.Q13Answera","Answer.Q13Answerb","Answer.Q13Answerc","Answer.Q14Answera","Answer.Q14Answerb","Answer.Q14Answerc","Answer.Q15Answerb","Answer.Q16Answerb","Answer.Q16Answerc","Answer.Q17Answerb","Answer.Q17Answerc","Answer.Q18Answerb","Answer.Q18Answerc","Answer.Q19Answerb","Answer.Q1Answera","Answer.Q1Answerb","Answer.Q1Answerc","Answer.Q20Answerb","Answer.Q20Answerc","Answer.Q21Answerb","Answer.Q21Answerc","Answer.Q22Answerc","Answer.Q23Answerc","Answer.Q24Answerc","Answer.Q25Answerb","Answer.Q26Answerb","Answer.Q2Answerb","Answer.Q2Answerc","Answer.Q3Answerb","Answer.Q4Answerb","Answer.Q5Answerb","Answer.Q5Answerc","Answer.Q6Answerb","Answer.Q6Answerc","Answer.Q7Answerb","Answer.Q8Answerb","Answer.Q8Answerc","Answer.Q9Answerb","Approve","Reject"
"31S7M7DAGGQRV08YNCSM40TJAXMLTN","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:44 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:44 PDT 2015","","","3RANCT1ZVFHX5OZ5M6Y4KDF0S0ZUB8","A2RA4A0LLQLGUW","Approved","Tue Jul 21 02:55:06 PDT 2015","Tue Jul 21 02:55:37 PDT 2015","Fri Jul 24 02:55:37 PDT 2015","2015-07-24 09:58:08 UTC","","","31","100% (51/51)","0% (0/0)","0% (0/0)","https://www.pinterest.com/ly013/health/","https://s-media-cache-ak0.pinimg.com/avatars/ly013_1431499882_30.jpg","450","https://s-media-cache-ak0.pinimg.com/236x/c4/96/23/c496233b4e7a14acc63a02d088c29640.jpg","433682639092530257","1903","10","Female","50","White / Non-Hispanic","","{}","{}","{}","Food / drink","","","Don't know","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"3IZVJEBJ6AK5YREQ60B215C35YJZ69","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:44 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:44 PDT 2015","","","3KOPY89HM82JODKYVEFKVS8DNLU3JM","A1ODHC7GKYB5QA","Approved","Sun Jul 19 05:58:41 PDT 2015","Sun Jul 19 06:12:43 PDT 2015","Wed Jul 22 06:12:43 PDT 2015","2015-07-22 13:13:09 UTC","","","842","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/suecanuto/health/","https://s-media-cache-ak0.pinimg.com/avatars/suecanuto_1352038938_30.jpg","465","https://s-media-cache-ak0.pinimg.com/236x/07/a8/7f/07a87fec9ae66fc3136f8e5bfef21a4b.jpg","105905028712096294","1972","10","Female","37","White / Non-Hispanic","","{}","{}","{}","Weight loss / Dieting|Food / drink","","","Artificial","","","{}","{}","{}","Food/Drink","","","Small changes that can help you lose weight","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"335VBRURDJ0U5FPS8K01052N7TIE9T","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:44 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:44 PDT 2015","","","3JWH6J9I9SDKAYFWP5MI6IN6KBZNBG","A1VYRD3HO2WDUN","Approved","Wed Jul 22 21:08:58 PDT 2015","Wed Jul 22 21:15:37 PDT 2015","Sat Jul 25 21:15:37 PDT 2015","2015-07-26 04:18:09 UTC","","","399","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/reneeanneliese/health/","https://s-media-cache-ak0.pinimg.com/avatars/reneeanneliese_1328064818_30.jpg","456","https://s-media-cache-ak0.pinimg.com/236x/92/c3/72/92c3723fb7cb437f1d92df9f800e15d5.jpg","64809682112570265","1930","10","Male","60","Asian","B","{}","{}","{}","","Health|Mental health|Emotional wellbeing","","","Indoors","","{}","a room","{}","","Other","","{}","MUSIC FOR MEDITATION","{}","Somewhat healthy","Very much","","Not at all","","Not at all","","Not at all","","1","","No","","No","","","","","Somewhat","Somewhat","Yes","","Head|Face|Upper torso (front)|Upper arm|Lower arm|Hand|Upper leg|Foot","Head|Face|Upper arm|Lower arm|Hand|Foot","White / Non-Hispanic","","Female","","18 to 29","Neither happy nor sad","","Average"
"3K8CQCU3KE19BHFDUUDC4C47JM4WNQ","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:44 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:44 PDT 2015","","","3SEPORI8WNZ98DONMFXG6UA9CRTZAP","A1VYRD3HO2WDUN","Approved","Sat Jul 18 09:16:03 PDT 2015","Sat Jul 18 09:20:23 PDT 2015","Tue Jul 21 09:20:23 PDT 2015","2015-07-21 16:23:10 UTC","","","260","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/aaliyahkeller/health/","https://s-media-cache-ak0.pinimg.com/avatars/aaliyahkeller-1419565652_30.jpg","455","https://s-media-cache-ak0.pinimg.com/236x/3a/83/04/3a8304203428b6da1ff3649cf20fb3d7.jpg","314126142732331687","1922","10","Male","60","Asian","B","{}","{}","{}","","Beauty / physical appearance","","","Indoors","","{}","bed","{}","","Other","","{}","{}","{}","Very healthy","Not at all","","Not at all","","Somewhat","","Very much","","1","","No","","No","","","","","Very much","Very much","Yes","","Upper torso (front)|Stomach|Upper arm|Lower arm|Hip|Upper leg","Stomach|Upper arm|Lower arm|Upper leg","Don't know","","Female","","18 to 29","Don't know","","In-shape/athletic"
"3X7837UUADYFYC9MOE8GDBODM06J68","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:44 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:44 PDT 2015","","","3WRFBPLXRAOF73BJAC7COZPUW8BN3S","A1VYRD3HO2WDUN","Approved","Sun Jul 19 16:11:05 PDT 2015","Sun Jul 19 16:18:19 PDT 2015","Wed Jul 22 16:18:19 PDT 2015","2015-07-22 23:23:14 UTC","","","434","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/alphaphi102684/health/","https://s-media-cache-ak0.pinimg.com/avatars/alphaphi102684_1366944008_30.jpg","451","https://s-media-cache-ak0.pinimg.com/236x/e9/ef/d7/e9efd78cac4b9d624b6c641899f034b4.jpg","83668505552382373","1909","10","Male","60","Asian","","{}","{}","{}","","","Health|Infographic|Physical fitness / Sport|Cycling|Running|Yoga /  Pilates|Fitness equipment|Workout plan/instructions|Food / drink|Emotional wellbeing|Sleep","","","Artificial","{}","{}","{}","","","Food/Drink|Fitness Equipment","{}","{}","9 WAYS TO IMPROVE YOUR SLEEP QUALITY
#1 SLEEP IN A DARK ROOM
#2 WALK DAILY
#3 READ BEFORE BED
#4 MEDITATE DAILY
#5 EXERCISE REGULARLY
#6 LIMIT YOUR CAFFEINE INTAKE
#7 HAVE A HOT BATH
#8 FILL UP ON MAGNESIUM & ZINC
#9 MAKE TIME TO SLEEP
WANT MORE FITNESS TIPS & HEALTH TIPS?
THEN HEAD OVER TO...
FreeFitnessTips.co.uk","","","Very much","","Very much","","Somewhat","","","","2 or more","","No","","No","10","No","No","","","","No","","","","Mixed","","Mixed","","","Neither happy nor sad",""
"3VCK0Q0PO5EG3RES1NKRXHV3IHP0NS","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:44 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:44 PDT 2015","","","32AT8R96GL9WMAG7XSKZA2P0WFWSU0","A3RUBZV5K0TL2J","Approved","Sat Jul 18 02:26:39 PDT 2015","Sat Jul 18 02:27:19 PDT 2015","Tue Jul 21 02:27:19 PDT 2015","2015-07-21 09:28:07 UTC","","","40","100% (61/61)","0% (0/0)","0% (0/0)","https://www.pinterest.com/karaasorensen/health/","https://s-media-cache-ak0.pinimg.com/avatars/karaasorensen_1416524896_30.jpg","441","https://s-media-cache-ak0.pinimg.com/236x/85/b2/c2/85b2c29523fa665026525744d4adfdfa.jpg","70791025365079262","1863","10","Female","52","White / Non-Hispanic","","{}","{}","{}","Health|Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"3QO7EE372ON2QBUUFV9XLSMREW9BQC","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:44 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:44 PDT 2015","","","3FPRZHYEPY7SF8KSC3T3YGJ7I6YV3S","A1VYRD3HO2WDUN","Approved","Sat Jul 18 09:39:47 PDT 2015","Sat Jul 18 09:42:42 PDT 2015","Tue Jul 21 09:42:42 PDT 2015","2015-07-21 16:43:11 UTC","","","175","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/karadanni/health/","https://s-media-cache-ak0.pinimg.com/avatars/karadanni-1365017908_30.jpg","446","https://s-media-cache-ak0.pinimg.com/236x/95/f0/47/95f047e18c85f9f9bb1cff788ac83b09.jpg","208150813999745267","1881","10","Male","60","Asian","","{}","{}","{}","","","Health|Infographic|Physical fitness / Sport|Yoga /  Pilates|Workout plan/instructions","","","Artificial","{}","{}","just text","","","Other","{}","{}","A
B
C
D
E
F
G
H
I
J","","","Very much","","Very much","","Somewhat","","","","2 or more","","No","","No","10","No","No","","","","Yes","","","","ALL White/Non-Hispanic","","Female","","","Neither happy nor sad",""
"329E6HTMSW2BCDSMNXAU7NC6RY43KL","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:44 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:44 PDT 2015","","","3SKRO2GZ71RIPUC1QV1D8ETT4YR1KI","A1VYRD3HO2WDUN","Approved","Tue Jul 21 07:33:09 PDT 2015","Tue Jul 21 07:47:24 PDT 2015","Fri Jul 24 07:47:24 PDT 2015","2015-07-24 14:48:08 UTC","","","855","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/jaclynnxrx/health/","https://s-media-cache-ak0.pinimg.com/avatars/jaclynnxrx_1337089619_30.jpg","459","https://s-media-cache-ak0.pinimg.com/236x/6e/7f/c4/6e7fc4dcca29efa712d109c919faf2cc.jpg","547328160936386001","1944","10","Male","60","Asian","B","{}","{}","{}","","Health|Infographic|Physical fitness / Sport|Workout plan/instructions","","","Artificial","","{}","just text","{}","","Other","","{}","30 DAY SQUAT CHALLENGE
www.30dayfitchallenge.com
DAY 1 50 SQUATS
DAY 2 55 SQUATS
DAY 3 60 SQUATS
DAY 4 REST
DAY 5 70 SQUATS
DAY 6 75 SQUATS
DAY 7 80 SQUATS
DAY 8 REST
DAY 9 100 SQUATS
DAY 10 105 SQUATS
DAY 11 110 SQUATS
DAY 12 REST
DAY 13 130 SQUATS
DAY 14 135 SQUATS
DAY 15 140 SQUATS
DAY 16 REST
DAY 17 150 SQUATS
DAY 18 155 SQUATS
DAY 19 160 SQUATS
DAY 20 REST
DAY 21 180 SQUATS
DAY 22 185 SQUATS
DAY 23 190 SQUATS
DAY 24 REST
DAY 25 220 SQUATS
DAY 26 225 SQUATS
DAY 27 230 SQUATS
DAY 28 REST
DAY 29 240 SQUATS
DAY 30 250 SQUATS
#30dayfitness
www.30dayfitchallenge.com
#30dayfitness","{}","Very healthy","Very much","","Very much","","Somewhat","","Not at all","","1","","No","","No","","","","","Somewhat","Somewhat","Yes","","Head|Face|Upper torso (front)|Upper torso (back)|Stomach|Upper arm|Lower arm|Hand|Bum|Hip|Upper leg|Lower leg|Foot","Head|Face|Stomach|Upper arm|Lower arm|Hand|Lower leg","White / Non-Hispanic","","Female","","18 to 29","Neither happy nor sad","","In-shape/athletic"
"3A520CCNWN08AYZX0QE1W0D7DB0EA8","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:45 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:45 PDT 2015","","","3SITXWYCNV9PMST0RB9R4KE4MBMXBV","A1ODHC7GKYB5QA","Approved","Sun Jul 19 06:17:33 PDT 2015","Sun Jul 19 06:20:11 PDT 2015","Wed Jul 22 06:20:11 PDT 2015","2015-07-22 13:23:09 UTC","","","158","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/angesch/health/","https://s-media-cache-ak0.pinimg.com/avatars/angesch_1348932838_30.jpg","461","https://s-media-cache-ak0.pinimg.com/236x/69/2c/6d/692c6dd1cc9d93a6ed1dcbdc34822a50.jpg","133771051405229023","1952","10","Female","37","White / Non-Hispanic","","{}","{}","{}","Health|Food / drink","","","Artificial","","","cartoon","{}","{}","Other","","","Hey friend you should drink more water so I can be in you","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"3G9UA71JVVUY2CNR7OD8JPO9HBQJ77","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 14:02:45 PDT 2015","1","BatchId:2019468;","86400","259200","Sat Aug 15 14:02:45 PDT 2015","","","31Z0PCVWUKFV3ZHQ9KWEAF72QOFT7S","A1ODHC7GKYB5QA","Approved","Sat Jul 18 11:33:05 PDT 2015","Sat Jul 18 11:33:34 PDT 2015","Tue Jul 21 11:33:34 PDT 2015","2015-07-21 18:38:08 UTC","","","29","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/tsanchez1102/health/","NA","469","https://s-media-cache-ak0.pinimg.com/236x/e1/7e/91/e17e91c535b43e4d36cc10ebfce1eb5a.jpg","505880970614108969","1992","10","Female","37","White / Non-Hispanic","","{}","{}","{}","Food / drink","","","Artificial","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
