"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.pinner_avatar","Input.board_id","Input.pin_url","Input.pin_no","Input.index","Input.batch","Answer.Q01Answer0","Answer.Q02Answer0","Answer.Q03Answer0","Answer.Q10Answerb","Answer.Q10Answerc","Answer.Q11Answer_other_a","Answer.Q11Answer_other_b","Answer.Q11Answer_other_c","Answer.Q11Answera","Answer.Q11Answerb","Answer.Q11Answerc","Answer.Q12Answera","Answer.Q12Answerb","Answer.Q12Answerc","Answer.Q13Answer_other_a","Answer.Q13Answer_other_b","Answer.Q13Answer_other_c","Answer.Q13Answera","Answer.Q13Answerb","Answer.Q13Answerc","Answer.Q14Answera","Answer.Q14Answerb","Answer.Q14Answerc","Answer.Q15Answerb","Answer.Q15Answerc","Answer.Q16Answerb","Answer.Q16Answerc","Answer.Q17Answerb","Answer.Q17Answerc","Answer.Q18Answerb","Answer.Q18Answerc","Answer.Q19Answerb","Answer.Q19Answerc","Answer.Q1Answera","Answer.Q1Answerb","Answer.Q1Answerc","Answer.Q20Answerb","Answer.Q20Answerc","Answer.Q21Answerb","Answer.Q21Answerc","Answer.Q22Answerc","Answer.Q23Answerc","Answer.Q24Answerc","Answer.Q25Answerb","Answer.Q25Answerc","Answer.Q26Answerb","Answer.Q26Answerc","Answer.Q2Answerb","Answer.Q2Answerc","Answer.Q3Answerb","Answer.Q3Answerc","Answer.Q4Answerb","Answer.Q4Answerc","Answer.Q5Answerb","Answer.Q5Answerc","Answer.Q6Answerb","Answer.Q6Answerc","Answer.Q7Answerb","Answer.Q8Answerb","Answer.Q8Answerc","Answer.Q9Answerb","Answer.Q9Answerc","Approve","Reject"
"3CMV9YRYP31XHXCTBIEI2U6ACVUJLF","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","33JKGHPFYCUGTPJTGUCRKYY0XR5NM6","A3JQ6UU1DQCDKL","Approved","Tue Jul 28 23:48:53 PDT 2015","Wed Jul 29 14:38:45 PDT 2015","Sat Aug 01 14:38:45 PDT 2015","2015-08-01 21:43:07 UTC","","","53392","100% (77/77)","0% (0/0)","0% (0/0)","https://www.pinterest.com/connierouse/health/","https://s-media-cache-ak0.pinimg.com/avatars/connierouse_1363531264_30.jpg","273","https://s-media-cache-ak0.pinimg.com/236x/a7/cb/62/a7cb6256f0ff65e5c2fa15bb238d9368.jpg","292171094552763423","1133","6","Female","58","White / Non-Hispanic","C","","{}","{}","{}","","Health|Food / drink","","","Don't know","","{}","blank background","{}","","Other","","{}","Detecting Nutritional deficiencies","{}","Average","","Very much","","Not at all","","Not at all","","Not at all","","","1","","No","","Yes","","","","","Not at all","","Not at all","","No","","Hand|Lower leg","","Hand|Lower leg","","White / Non-Hispanic","","Don't know","","Don't know","Don't know","","Average",""
"3ZVPAMTJWN3YTTH58WQBRTNTQV2RG9","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","3NJM2BJS4W63NOJFJKV5LRYJ25DPCM","A1VYRD3HO2WDUN","Approved","Tue Jul 21 13:08:25 PDT 2015","Tue Jul 21 13:10:57 PDT 2015","Fri Jul 24 13:10:57 PDT 2015","2015-07-24 20:14:00 UTC","","","152","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/jennf13/health/","https://s-media-cache-ak0.pinimg.com/avatars/jennf13-1373916599_30.jpg","246","https://s-media-cache-ak0.pinimg.com/236x/4b/7b/cd/4b7bcd5a1edca4ce420c10e9969e79e8.jpg","232428030739746258","1028","6","Male","60","Asian","C","","{}","{}","{}","","Beauty / physical appearance","","","Artificial","","{}","cosmetics","{}","","Other","","{}","{}","{}","Average","","Not at all","","Not at all","","Very much","","Not at all","","","1","","No","","No","","","","","Not at all","","Not at all","","Yes","","Face|Hand","","Face|Hand","","Don't know","","Female","","Don't know","Neither happy nor sad","","Average",""
"3SBX2M1TKDNI5C9L0GZADEGL44S4QZ","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","3L0KT67Y8EGD3J0C7THODNVDTTEYSS","A1VYRD3HO2WDUN","Approved","Mon Jul 27 07:51:09 PDT 2015","Mon Jul 27 07:53:20 PDT 2015","Thu Jul 30 07:53:20 PDT 2015","2015-07-30 14:58:09 UTC","","","131","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/hls23/health/","https://s-media-cache-ak0.pinimg.com/avatars/hls23_1328746005_30.jpg","240","https://s-media-cache-ak0.pinimg.com/236x/44/28/90/442890d5b67f7e9e65d277dcb5b2c6d3.jpg","186266134564583362","1002","6","Male","60","Asian","","","{}","{}","{}","","","Beauty / physical appearance","","","Artificial","{}","{}","nothing","","","Other","{}","{}","AFTER","","","","Not at all","","Not at all","","Very much","","","","","2 or more","","No","","No","2","No","No","","","","","","Yes","","","","","","Don't know","","Don't know","","","Happy","",""
"3IVEC1GSLPZKRQ8PI8WZIFXWEPP1JR","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","32EYX73OY09KLVGUI3KUKSK4A7GUR5","A1ODHC7GKYB5QA","Approved","Thu Jul 16 10:58:22 PDT 2015","Thu Jul 16 12:35:00 PDT 2015","Sun Jul 19 12:35:00 PDT 2015","2015-07-19 19:38:08 UTC","","","5798","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/dez1987/health/","https://s-media-cache-ak0.pinimg.com/avatars/dez1987-1391117553_30.jpg","278","https://s-media-cache-ak0.pinimg.com/236x/28/60/00/2860006e9f0e71e8a811adcc2143babc.jpg","66991113180596893","1158","6","","{}","","","","home decor","{}","{}","Other","","","Indoors","","","home scene","{}","{}","Other","","","{}","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3X2LT8FDHWIO8AS9OSOTMFECUR48WD","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","39JEC7537U1GS8GB5W44RJN1O2SVC9","A1VYRD3HO2WDUN","Approved","Thu Jul 23 18:10:25 PDT 2015","Thu Jul 23 18:18:49 PDT 2015","Sun Jul 26 18:18:49 PDT 2015","2015-07-27 01:23:08 UTC","","","504","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/klamilne/health/","https://s-media-cache-ak0.pinimg.com/avatars/klamilne_1333481107_30.jpg","282","https://s-media-cache-ak0.pinimg.com/236x/2c/0b/e8/2c0be80e3262712bd4d7b7a591c8815d.jpg","1266706120289263","1176","6","Male","60","Asian","","","{}","{}","{}","Health|Physical fitness / Sport|Running|Workout plan/instructions","","","Artificial","","","just text","{}","{}","Other","","","30 Minute, 3 Mile Treadmill Workout
http://iowagirleats.com
Minutes   Speed(mph)   Incline
0-2        4.0               1%
2-5        6.5               1%
5-7        6.7               1%
7-8        6.9               1%
8-11      6.0               1%
11-13     6.2               1%
13-14     6.4               1%
14-16     4.0               1%
16-19     6.5               1%
19-21     6.7               1%
21-22     6.9               1%
22-25     6.0               1%
25-27     6.2               1%
27-28     6.4               1%
28-30     4.0               1%
Total:      3 Miles","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3M47JKRKCX1QEVD3XABPOLFZ6PB68A","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","3AZHRG4CU4KCM7JC965EDNTHO4O30Z","A1VYRD3HO2WDUN","Approved","Thu Jul 16 16:47:59 PDT 2015","Thu Jul 16 16:52:29 PDT 2015","Sun Jul 19 16:52:29 PDT 2015","2015-07-19 23:53:10 UTC","","","270","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/jennaherdzina/health/","https://s-media-cache-ak0.pinimg.com/avatars/jennaherdzina_1337205630_30.jpg","272","https://s-media-cache-ak0.pinimg.com/236x/e5/53/7a/e5537a619d3fc2e7c3a1808bfdd9e216.jpg","169448004704574347","1127","6","Male","60","Asian","C","","{}","{}","{}","","Health|Physical fitness / Sport|Running","","","Outdoors","","{}","concrete stairs","{}","","Nature Scene|Other","","{}","{}","{}","Average","","Somewhat","","Very much","","Not at all","","Not at all","","","1","","No","","No","","","","","Not at all","","Not at all","","Yes","","Lower arm|Hand|Bum|Hip|Upper leg|Lower leg|Foot","","Lower arm|Hand|Upper leg|Lower leg","","Don't know","","Female","","Don't know","Don't know","","Average",""
"36BTXXLZ2V8IHDOLDVOAI4QQ0QU4R0","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","35GMH2SV3EH0ZMRS0BOLMFTWEYCEOE","A1VYRD3HO2WDUN","Approved","Tue Jul 28 15:58:33 PDT 2015","Tue Jul 28 16:12:07 PDT 2015","Fri Jul 31 16:12:07 PDT 2015","2015-07-31 23:13:16 UTC","","","814","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/htbrdd/health/","NA","266","https://s-media-cache-ak0.pinimg.com/236x/af/84/69/af8469c939cf779bb6bd921872cba85b.jpg","380202393518514272","1105","6","Male","60","Asian","","","{}","{}","{}","","","Health|Physical fitness / Sport|Workout plan/instructions|Beauty / physical appearance","","","Outdoors","{}","{}","{}","","","Nature Scene","{}","{}","30 DAY ABS CHALLENGE 
www.sexymodest.com Fashion & Fitness
Day 1. 15 sit ups/5 crunches
            5 leg raises/10 sec plank
Day 2. 20 sit ups/8 crunches
            8 leg raises/12 sec plank
Day 3. 25 sit ups/10 crunches
            10 leg raises/15 sec plank
Day 4. REST DAY
...
Day 28. REST DAY
Day 29. 120 sit ups/190 crunches
            62 leg raises/115 sec plank
Day 30. 125 sit ups/200 crunches
            65 leg raises/120 sec plank","","","","Very much","","Very much","","Very much","","","","","2 or more","","No","","No","2","Yes","No","","","","","","Yes","","","","","","Mixed","","Female","","","Happy","",""
"38B7Q9C28G5QS0WD22H3OHAAQVT69Z","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","3K5TEWLKGVB75B2BX60Q2MLW1ATVIY","A1VYRD3HO2WDUN","Approved","Fri Jul 24 18:18:43 PDT 2015","Fri Jul 24 18:22:40 PDT 2015","Mon Jul 27 18:22:40 PDT 2015","2015-07-28 01:23:11 UTC","","","237","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/thatalla/health/","NA","242","https://s-media-cache-ak0.pinimg.com/236x/56/af/29/56af2997b4800452a51fccb0a0afb075.jpg","AbNIszo-er9wXyvu7UFWK5H8a5fjVnUF_ZgHfPfkm7ZK8FX-RXfgyks2MceQ1tWYCg","1015","6","Male","60","Asian","","","{}","{}","{}","Health|Science|Food / drink","","","Artificial","","","{}","{}","{}","Food/Drink","","","Here is the list of Negative Calorie - Zero Calorie Foods:
Asparagus, apple, beet, blueberries, broccoli, cranberry, cantaloupe, carrot, celery, chicory, cauliflower, cucumber, dandelion, endive, garden cress, garlic, grapefruit, green bean, honeydew, hot chili peppers, lemon, lime, lettuce, mango, onion, orange, papaya, peach, pineapple, radish, raspberries, spinach, strawberries, tomato, tangerine, turnip, watermelon, and zucchini.","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZZAYRN1I6RZ1LBV048EWHXD52QOT6","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","3CCZ6YKWR7JXWGUTNLC0LVSU5UW95A","A1VYRD3HO2WDUN","Approved","Fri Jul 24 08:01:29 PDT 2015","Fri Jul 24 08:02:24 PDT 2015","Mon Jul 27 08:02:24 PDT 2015","2015-07-27 15:03:09 UTC","","","55","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/emontoya82/health/","https://s-media-cache-ak0.pinimg.com/avatars/emontoya82-1397099155_30.jpg","241","https://s-media-cache-ak0.pinimg.com/236x/13/6b/0a/136b0a7ad872df59496b373de3047afc.jpg","234116880601770344","1008","6","Male","60","Asian","","","{}","{}","{}","Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3RTFSSG7T86JNHCSIHXXRK0IER3LWC","3DBJM5HJP5BISXN1AQLTFXUL8IJP9N","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.15","Wed Jul 15 13:56:13 PDT 2015","1","BatchId:2019443;","86400","259200","Sat Aug 15 13:56:13 PDT 2015","","","3Z2R0DQ0JHEMSF2NDDQOF2QTDUN2E5","A3JQ6UU1DQCDKL","Approved","Tue Jul 28 23:48:44 PDT 2015","Wed Jul 29 01:05:27 PDT 2015","Sat Aug 01 01:05:27 PDT 2015","2015-08-01 08:08:19 UTC","","","4603","100% (77/77)","0% (0/0)","0% (0/0)","https://www.pinterest.com/makalapuahoku/health/","https://s-media-cache-ak0.pinimg.com/avatars/makalapuahoku_1406015579_30.jpg","248","https://s-media-cache-ak0.pinimg.com/236x/86/45/fa/8645fa0fc5fc1182a87296106d048624.jpg","405253666445551793","1032","6","Female","58","White / Non-Hispanic","","","{}","{}","{}","Health","","","Artificial","","","{}","{}","{}","Fitness Equipment","","","Healthy Apps","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
