"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.pinner_avatar","Input.board_id","Input.pin_url","Input.pin_no","Input.index","Input.batch","Answer.Q01Answer0","Answer.Q02Answer0","Answer.Q03Answer0","Answer.Q10Answerb","Answer.Q10Answerc","Answer.Q11Answer_other_a","Answer.Q11Answer_other_b","Answer.Q11Answer_other_c","Answer.Q11Answera","Answer.Q11Answerb","Answer.Q11Answerc","Answer.Q12Answera","Answer.Q12Answerb","Answer.Q12Answerc","Answer.Q13Answer_other_a","Answer.Q13Answer_other_b","Answer.Q13Answer_other_c","Answer.Q13Answera","Answer.Q13Answerb","Answer.Q13Answerc","Answer.Q14Answera","Answer.Q14Answerb","Answer.Q14Answerc","Answer.Q15Answerb","Answer.Q15Answerc","Answer.Q16Answerb","Answer.Q16Answerc","Answer.Q17Answerb","Answer.Q17Answerc","Answer.Q18Answerb","Answer.Q18Answerc","Answer.Q19Answerb","Answer.Q19Answerc","Answer.Q1Answera","Answer.Q1Answerb","Answer.Q1Answerc","Answer.Q20Answerb","Answer.Q20Answerc","Answer.Q21Answerb","Answer.Q21Answerc","Answer.Q22Answerc","Answer.Q23Answerc","Answer.Q24Answerc","Answer.Q25Answerb","Answer.Q25Answerc","Answer.Q26Answerb","Answer.Q26Answerc","Answer.Q2Answerb","Answer.Q2Answerc","Answer.Q3Answerb","Answer.Q3Answerc","Answer.Q4Answerb","Answer.Q4Answerc","Answer.Q5Answerb","Answer.Q5Answerc","Answer.Q6Answerb","Answer.Q6Answerc","Answer.Q7Answerb","Answer.Q8Answerb","Answer.Q8Answerc","Answer.Q9Answerb","Answer.Q9Answerc","Approve","Reject"
"3AFT28WXLF29S7VK6S9AIAV4VTPOIL","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","34X6J5FLPTYBVEQ0TPRG801O173JQS","A1VYRD3HO2WDUN","Approved","Sun Sep 06 12:48:42 PDT 2015","Sun Sep 06 12:53:25 PDT 2015","Wed Sep 09 12:53:25 PDT 2015","2015-09-09 19:58:08 UTC","","","283","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/melbei91/health/","https://s-media-cache-ak0.pinimg.com/avatars/melbei91-1392386082_30.jpg","64","https://s-media-cache-ak0.pinimg.com/236x/88/b5/05/88b505cca27273ffbf32d8a765d67318.jpg","20477373277369313","246","2","Male","60","Asian","","","{}","{}","{}","","","Health|Physical fitness / Sport|Fitness equipment|Workout plan/instructions|Beauty / physical appearance","","","Indoors","{}","{}","{}","","","Fitness Equipment","{}","{}","{}","","","","Very much","","Very much","","Somewhat","","","","","2 or more","","No","","No","2","No","No","","","","","","Yes","","","","","","ALL White/Non-Hispanic","","Female","","","Neither happy nor sad","",""
"3ATYLI1PRT25NIFQOAUAUBA488EOJX","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","3TAYZSBPLL8N2Y75E8AT4JU8HYFS28","A3KOVCQYR8K3HY","Submitted","Sun Sep 13 13:22:26 PDT 2015","Sun Sep 13 13:26:26 PDT 2015","Wed Sep 16 13:26:26 PDT 2015","","","","240","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/nelly149/health/","https://s-media-cache-ak0.pinimg.com/avatars/nelly149-1373321055_30.jpg","98","https://s-media-cache-ak0.pinimg.com/236x/aa/da/cc/aadacc3ed43f343d8596e907fb767330.jpg","398357529513132768","379","2","Female","47","White / Non-Hispanic","","","{}","{}","{}","Health|Infographic|Physical fitness / Sport|Workout plan/instructions|Weight loss / Dieting|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Don't know","","","text","{}","{}","Food/Drink|Other","","","Eat Your Heart Out Lose 10 Plus Pounds in Seven Days","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3K1H3NEY7LZ4SJY0QVVRM46PC2QGDO","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","3BV8HQ2ZZW17K34CKA059WHEBXA6A7","A1VYRD3HO2WDUN","Submitted","Sun Sep 13 13:08:28 PDT 2015","Sun Sep 13 13:20:44 PDT 2015","Wed Sep 16 13:20:44 PDT 2015","","","","736","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/lisamariapap/health/","NA","96","https://s-media-cache-ak0.pinimg.com/236x/52/80/65/5280655df21fa299e973fc6b31112f9f.jpg","84372192992898658","373","2","Male","60","Asian","","B","{}","{}","{}","","","Health|Infographic|Physical fitness / Sport|Fitness equipment|Workout plan/instructions|Beauty / physical appearance","","","Artificial","{}","{}","{}","","","Fitness Equipment","{}","{}","BIKINI BODY TONE UP
PRINTABLE WORKOUT
Jump Squat
Dumbbell Bench Press
Barbell Step-up
Bent Over Barbell Row
Dumbbell Deadlift
Dumbbell Shoulder Press
Standing Dumbbell Curl
Cable Rope Overhead Triceps Extension
Dumbbell Lateral raise (Power Partials)
Jackknife Sit-up / Crunch
Back Extension / Hyperextensions
Plank","","Very healthy","","Very much","","Very much","","Very much","","Somewhat","","2 or more","2 or more","","No","","No","11 or more","Hispanic","Female","","Very much","","Very much","","Yes","","Head|Face|Upper torso (front)|Stomach|Upper arm|Lower arm|Hand","","Head|Face|Stomach|Upper arm|Lower arm|Hand","","Mixed","","Female","","","Neither happy nor sad","","In-shape/athletic"
"3EHVO81VN5LO0KDZU8TE62HH2501HI","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","37TRT2X24QROR8OBA7UQDB6PF72JBG","A1VYRD3HO2WDUN","Approved","Sun Sep 06 12:40:02 PDT 2015","Sun Sep 06 12:48:27 PDT 2015","Wed Sep 09 12:48:27 PDT 2015","2015-09-09 19:53:08 UTC","","","505","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/giogic/health/","https://s-media-cache-ak0.pinimg.com/avatars/giogic_1333998149_30.jpg","66","https://s-media-cache-ak0.pinimg.com/236x/96/5c/63/965c63ccfbc3f029611828435ee827e3.jpg","472244710898668398","258","2","Male","60","Asian","","","{}","{}","{}","Health|Disease / Illness|Food / drink|Sleep","","","Artificial","","","{}","{}","{}","Food/Drink","","","DRINKING WATER at the correct time maximizes its efectiveness on the human body
2 GLASSES AFTER WAKING UP helps activate internal organs
1 GLASS 30 MINS BEFORE A MEAL helps digestion
1 GLASS BEFORE TAKING A BATH helps lower blood pressure
1 GLASS BEFORE GOING TO BED avoid stroke & heart attack
Live life, Love life
- Yunny Versace","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QMELQS6Y5BWW0SZWJHPF2A4XPER63","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","36PW28KO4ZWBXIXRQSJ3LK9RSOGEA4","A1VYRD3HO2WDUN","Approved","Thu Sep 10 11:02:31 PDT 2015","Thu Sep 10 11:04:32 PDT 2015","Sun Sep 13 11:04:32 PDT 2015","2015-09-13 18:08:07 UTC","","","121","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/twilightplay/health/","NA","70","https://s-media-cache-ak0.pinimg.com/236x/8f/7f/aa/8f7faa7409224d6234e5b0fbbd71f7e7.jpg","503910645780652293","274","2","Male","60","Asian","","","{}","{}","{}","Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","Spinach
Banana
Strawberry
Blueberry
Chia Seeds
Almond Milk","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31JUPBOORN48XGGAKEHRD4XWXSF8LG","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","3F1567XTNW5MP2DR7D03J6NL58VQ9K","A3KOVCQYR8K3HY","Approved","Thu Sep 10 00:27:50 PDT 2015","Thu Sep 10 00:34:30 PDT 2015","Sun Sep 13 00:34:30 PDT 2015","2015-09-13 07:38:08 UTC","","","400","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/anniekantz/health/","https://s-media-cache-ak0.pinimg.com/avatars/anniekantz_1343182574_30.jpg","53","https://s-media-cache-ak0.pinimg.com/236x/51/81/56/518156d4d4b1b75e27ef1f645601c93e.jpg","218283913163431629","208","2","Female","47","White / Non-Hispanic","B","","{}","{}","{}","","","","","Indoors","","{}","{}","{}","","Fitness Equipment","","{}","{}","{}","Very healthy","","","","","","","","Somewhat","","","1","","","","","","","","","Very much","","Somewhat","","Yes","","Head|Face|Upper torso (front)|Upper torso (back)|Stomach|Upper arm|Lower arm|Hand|Bum|Hip|Upper leg|Lower leg|Foot","","Head|Face|Stomach|Upper arm|Lower arm|Lower leg|Foot","","Don't know","","Female","","30 to 49","Neither happy nor sad","","In-shape/athletic",""
"3HXCEECSQMT7HBOWCJ6UKWWW5GQYZ3","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","3NL0RFNU0FNZHT9KDDKF6C0WK514KC","A3KOVCQYR8K3HY","Approved","Sun Sep 06 19:14:57 PDT 2015","Sun Sep 06 19:22:54 PDT 2015","Wed Sep 09 19:22:54 PDT 2015","2015-09-10 02:23:07 UTC","","","477","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/hsvmum/health/","https://s-media-cache-ak0.pinimg.com/avatars/hsvmum_1337062864_30.jpg","58","https://s-media-cache-ak0.pinimg.com/236x/37/55/b9/3755b9ee3742501c94f0a5207a3be6f5.jpg","88242473925700276","230","2","Female","47","White / Non-Hispanic","B","","{}","{}","{}","","Health|Infographic|Physical fitness / Sport|Workout plan/instructions|Weight loss / Dieting|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Artificial","","{}","small hand weightd","{}","","Other","","{}","6 Moves for a flat tummy  (other text unreadable)","{}","Very healthy","","Somewhat","","Very much","","Very much","","Not at all","","","1","","Don't know","","No","","","","","Somewhat","","Somewhat","","No","","Head|Face|Upper torso (front)|Upper torso (back)|Stomach|Upper arm|Lower arm|Hand|Bum|Hip|Upper leg|Lower leg|Foot","","Head|Face|Stomach|Upper arm|Lower arm|Hand|Upper leg|Lower leg","","Black / Non-Hispanic","","Female","","18 to 29","Neither happy nor sad","","In-shape/athletic",""
"3OYHVNTV5TY0Y2L86VUMVQAHNXEOKW","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","3CN4LGXD5XOU1YY1HSL6FKF7IJTY4I","A1OF4LT1OZYTDN","Approved","Sun Sep 06 12:28:52 PDT 2015","Sun Sep 06 12:33:45 PDT 2015","Wed Sep 09 12:33:45 PDT 2015","2015-09-09 19:38:11 UTC","","","293","100% (15/15)","100% (15/15)","100% (15/15)","https://www.pinterest.com/twilightplay/health/","NA","70","https://s-media-cache-ak0.pinimg.com/236x/a3/dd/7d/a3dd7df3a5d9ca87861dde71e36bea95.jpg","503910645780652293","275","2","Female","54","White / Non-Hispanic","B","","{}","{}","{}","","Health|Physical fitness / Sport|Workout plan/instructions","","","Artificial","","{}","{}","{}","","Fitness Equipment","","{}","Popsugar
20 Minute Flat Belly Workout
Low to High Wood Chop
Overhead Dumbbell Side Bend
Kick Crunch
Roll with twist
Overhead Circle","{}","Very healthy","","Very much","","Very much","","Somewhat","","Not at all","","","1","","No","","Yes","","","","","Somewhat","","Not at all","","Yes","","Head|Face|Upper torso (front)|Upper torso (back)|Stomach|Upper arm|Lower arm|Hand|Bum|Hip|Upper leg|Lower leg|Foot","","Head|Face|Stomach|Upper arm|Lower arm|Hand|Lower leg","","White / Non-Hispanic","","Female","","Don't know","Neither happy nor sad","","In-shape/athletic",""
"32LAQ1JNT9PUEQVSWQKNVNP2OWTTUK","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","3AMW0RGHOD2MESG68A4J12SV5X8NPZ","A1VYRD3HO2WDUN","Approved","Mon Sep 07 13:37:08 PDT 2015","Mon Sep 07 13:40:37 PDT 2015","Thu Sep 10 13:40:37 PDT 2015","2015-09-10 20:43:07 UTC","","","209","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/sally_bahler/health/","https://s-media-cache-ak0.pinimg.com/avatars/sally_bahler_1398152328_30.jpg","67","https://s-media-cache-ak0.pinimg.com/236x/8d/4f/e7/8d4fe7880261c69007ac0da5c7bb28db.jpg","338332990726621269","262","2","Male","60","Asian","","","{}","{}","{}","Health|Sugar|Nutritional supplements / Herbs","","","Artificial","","","just text","{}","{}","Other","","","from Sugar to Stevia
1 cup     --> 1 tsp.
1 TBSP. --> 5 drops
1 tsp.     --> 2 drops
authenticsimplicity.net","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ACRLU860NEDT84P64EXRBXDW1ZBEV","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:39:29 PDT 2015","1","BatchId:2081413;","86400","259200","Wed Oct 07 06:39:29 PDT 2015","","","3IXEICO792JCZZ3LQARM4176ZCO6T1","A1VYRD3HO2WDUN","Approved","Wed Sep 09 07:27:56 PDT 2015","Wed Sep 09 07:32:28 PDT 2015","Sat Sep 12 07:32:28 PDT 2015","2015-09-12 14:33:09 UTC","","","272","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/mariliedesigns/health/","https://s-media-cache-ak0.pinimg.com/avatars/mariliedesigns-1386645800_30.jpg","81","https://s-media-cache-ak0.pinimg.com/236x/ce/68/28/ce6828f54d1913b7349551ccdb54c5aa.jpg","263460646925342262","311","2","Male","60","Asian","","","{}","{}","{}","","","Health|Infographic|Physical fitness / Sport|Yoga /  Pilates|Fitness equipment|Workout plan/instructions|Beauty / physical appearance","","","Indoors","{}","{}","{}","","","Fitness Equipment","{}","{}","Leg-Sculpting Yoga Sequence
1
2
3
4
5
6
7
8
9
10
11
12
13
14","","","","Very much","","Very much","","Somewhat","","","","","2 or more","","No","","No","11 or more","No","No","","","","","","Yes","","","","","","ALL Hispanic","","Female","","","Neither happy nor sad","",""
