"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.pinner_avatar","Input.board_id","Input.pin_url","Input.pin_no","Input.index","Input.batch","Answer.Q01Answer0","Answer.Q02Answer0","Answer.Q03Answer0","Answer.Q10Answerb","Answer.Q10Answerc","Answer.Q11Answer_other_a","Answer.Q11Answer_other_b","Answer.Q11Answer_other_c","Answer.Q11Answera","Answer.Q11Answerb","Answer.Q11Answerc","Answer.Q12Answera","Answer.Q12Answerb","Answer.Q12Answerc","Answer.Q13Answer_other_a","Answer.Q13Answer_other_b","Answer.Q13Answer_other_c","Answer.Q13Answera","Answer.Q13Answerb","Answer.Q13Answerc","Answer.Q14Answera","Answer.Q14Answerb","Answer.Q14Answerc","Answer.Q15Answerb","Answer.Q15Answerc","Answer.Q16Answerb","Answer.Q16Answerc","Answer.Q17Answerb","Answer.Q17Answerc","Answer.Q18Answerb","Answer.Q18Answerc","Answer.Q19Answerb","Answer.Q19Answerc","Answer.Q1Answera","Answer.Q1Answerb","Answer.Q1Answerc","Answer.Q20Answerb","Answer.Q20Answerc","Answer.Q21Answerb","Answer.Q21Answerc","Answer.Q22Answerc","Answer.Q23Answerc","Answer.Q24Answerc","Answer.Q25Answerb","Answer.Q25Answerc","Answer.Q26Answerb","Answer.Q26Answerc","Answer.Q2Answerb","Answer.Q2Answerc","Answer.Q3Answerb","Answer.Q3Answerc","Answer.Q4Answerb","Answer.Q4Answerc","Answer.Q5Answerb","Answer.Q5Answerc","Answer.Q6Answerb","Answer.Q6Answerc","Answer.Q7Answerb","Answer.Q8Answerb","Answer.Q8Answerc","Answer.Q9Answerb","Answer.Q9Answerc","Approve","Reject"
"3Z56AA6EK405ZKF7RBL8T3GUPLR6M6","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:05 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:05 PDT 2015","","","3HWRJOOET52FXEJL7S5U6K3X94VSE1","A3RUBZV5K0TL2J","Approved","Sat Jul 11 07:05:33 PDT 2015","Sat Jul 11 07:06:21 PDT 2015","Tue Jul 14 07:06:21 PDT 2015","2015-07-14 14:08:10 UTC","","","48","100% (61/61)","0% (0/0)","0% (0/0)","https://www.pinterest.com/halfbakedbean/health/","https://s-media-cache-ak0.pinimg.com/avatars/halfbakedbean-1376027864_30.jpg","177","https://s-media-cache-ak0.pinimg.com/236x/d5/8c/37/d58c37dc92584e9ff73d9ada53ad7aa0.jpg","549861435728857205","724","4","Female","52","White / Non-Hispanic","","","{}","{}","{}","Health|Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NRZ1LDP7W6D8XWVLWAB753KZUZZPM","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:05 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:05 PDT 2015","","","34PGFRQONOBGFBMM5YQM0PJAKMMJWL","A3RUBZV5K0TL2J","Approved","Fri Jul 10 13:36:04 PDT 2015","Fri Jul 10 13:37:02 PDT 2015","Mon Jul 13 13:37:02 PDT 2015","2015-07-13 20:38:31 UTC","","","58","100% (61/61)","0% (0/0)","0% (0/0)","https://www.pinterest.com/fivekidsohmy/health/","NA","171","https://s-media-cache-ak0.pinimg.com/236x/8c/a3/33/8ca333c09fb3d03c615a83951de0d61b.jpg","142004194473047567","701","4","Female","52","White / Non-Hispanic","","","{}","{}","{}","Health|Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IH9TRB0FBZOWFOJ0QBZ6EIW01R1IN","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:05 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:05 PDT 2015","","","37XITHEISW9OZ1ZUWCZUQMYY41QRCY","A3JQ6UU1DQCDKL","Approved","Sun Jul 26 00:33:54 PDT 2015","Sun Jul 26 07:50:17 PDT 2015","Wed Jul 29 07:50:17 PDT 2015","2015-07-29 14:53:11 UTC","","","26183","100% (77/77)","0% (0/0)","0% (0/0)","https://www.pinterest.com/epifanialopez/health/","https://s-media-cache-ak0.pinimg.com/avatars/epifanialopez-1429458569_30.jpg","190","https://s-media-cache-ak0.pinimg.com/236x/87/2d/b4/872db448da0be648b6a489070da0c5e3.jpg","AZIdQzhlVFSWtCMFVa13NuTfhSe7O0jT4TSGsy3g4lLayuCK29VcHQU","785","4","Female","58","White / Non-Hispanic","C","","{}","{}","{}","","Mental health","","","Outdoors","","{}","{}","{}","","Nature Scene","","{}","4 mindfulness meditations","{}","Average","","Not at all","","Not at all","","Not at all","","Not at all","","","","","No","","No","","","","","Not at all","","Not at all","","Yes","","Head|Upper torso (back)|Upper arm|Lower arm|Hand","","Lower arm","","White / Non-Hispanic","","Female","","18 to 29","Don't know","","Average",""
"39AYGO6AFFKBH2073C086I5UUB16N6","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:05 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:05 PDT 2015","","","3MYYFCXHJ37UF7D1NMZ08K8390W4G5","A3RUBZV5K0TL2J","Approved","Mon Jul 20 22:03:08 PDT 2015","Mon Jul 20 22:03:43 PDT 2015","Thu Jul 23 22:03:43 PDT 2015","2015-07-24 05:08:09 UTC","","","35","100% (61/61)","0% (0/0)","0% (0/0)","https://www.pinterest.com/missy820/health/","NA","161","https://s-media-cache-ak0.pinimg.com/236x/63/47/00/6347003410661609fe6aeaeaa775de59.jpg","246783254551349257","653","4","Female","52","White / Non-Hispanic","","","{}","{}","{}","Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3YOAVL4CA0HRJ4ACNCIN47SP8Y44Z1","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:05 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:05 PDT 2015","","","34X6J5FLPTYBVEQ0TPRG801OWSWQJT","A1VYRD3HO2WDUN","Approved","Sun Jul 12 21:10:33 PDT 2015","Sun Jul 12 21:17:54 PDT 2015","Wed Jul 15 21:17:54 PDT 2015","2015-07-16 04:18:08 UTC","","","441","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/ceruti2214/health/","NA","183","https://s-media-cache-ak0.pinimg.com/236x/d5/26/24/d526243f5ab9fc84d60226aedcc9452a.jpg","15621929929780315","751","4","Male","60","Asian","B","","{}","{}","{}","","Disease / Illness","","","Artificial","","{}","just text","{}","","Other","","{}","Line Pressing on the Ring Finger to Treat Cough
Start at the line on the ring finger & press out towards the tip. Then lift and repeat.
kidsloveacupuncture.com","{}","Average","","Somewhat","","Not at all","","Not at all","","Not at all","","","1","","Yes","","No","","","","","Not at all","","Not at all","","Yes","","Lower arm|Hand","","Lower arm|Hand","","Don't know","","Don't know","","Younger than 18","Don't know","","Average",""
"3IVEC1GSLPZKRQ8PI8WZIFXWDGG1JZ","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:06 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:06 PDT 2015","","","3YDTZAI2WXGXBSNY53EX1X4X6J641D","A1VYRD3HO2WDUN","Approved","Sun Jul 12 16:48:49 PDT 2015","Sun Jul 12 16:52:10 PDT 2015","Wed Jul 15 16:52:10 PDT 2015","2015-07-15 23:53:08 UTC","","","201","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/carriec15/health/","https://s-media-cache-ak0.pinimg.com/avatars/carriec15_1348262928_30.jpg","168","https://s-media-cache-ak0.pinimg.com/236x/04/a2/f4/04a2f4900df78c0919d86947ac5313d6.jpg","543528248747888296","689","4","Male","{}","Asian","","","{}","{}","{}","Workout plan/instructions","","","Artificial","","","text for workout","{}","{}","Other","","","BURNS 100 CALORIES:
- 40 JUMPING JACKS
- 30 V-UPS
- 20 SQUAT JUMPS
- 10 BURPEES","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31ANT7FQN82NO2EIVVVQ9SUYC4HH5S","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:06 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:06 PDT 2015","","","3EG49X351UCJGGC5VKSJT4SC7I46XR","A2QBRIK4G0WCBE","Approved","Fri Jul 10 12:40:51 PDT 2015","Fri Jul 10 12:42:06 PDT 2015","Mon Jul 13 12:42:06 PDT 2015","2015-07-13 19:44:00 UTC","","","75","100% (16/16)","0% (0/0)","0% (0/0)","https://www.pinterest.com/ermr2414/health/","NA","159","https://s-media-cache-ak0.pinimg.com/236x/bd/b6/c2/bdb6c25a8b3817afb3377c5cb6d7f353.jpg","502644008380801769","642","4","","{}","","","","{}","{}","{}","Disease / Illness|Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","Eat Marshmallows If You Have A Sore Throat BudgetSavvyDiva.com","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MDWE879UH2WYCD8YTYBZXW23NV9BV","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:06 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:06 PDT 2015","","","3WJ1OXY92AGUOHN0DPX3TAD5D83A8S","A1ODHC7GKYB5QA","Approved","Wed Jul 15 06:12:01 PDT 2015","Wed Jul 15 06:23:15 PDT 2015","Sat Jul 18 06:23:15 PDT 2015","2015-07-18 13:28:07 UTC","","","674","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/loonylou/health/","https://s-media-cache-ak0.pinimg.com/avatars/loonylou_1337116481_30.jpg","149","https://s-media-cache-ak0.pinimg.com/236x/42/7a/e7/427ae75899e4fe347a456ed602b29180.jpg","468726273691122271","604","4","","{}","","","","Supplements","{}","{}","Weight loss / Dieting|Other","","","Indoors","","","{}","{}","{}","Nutritional Supplements","","","{}","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3DWNFENNE3V1JP585QF1GD4ZP0Q4JF","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:06 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:06 PDT 2015","","","3IFS6Q0HJIJRDJL73BVLRZ1P1XUSI2","A3RUBZV5K0TL2J","Approved","Sat Jul 11 06:10:13 PDT 2015","Sat Jul 11 06:11:31 PDT 2015","Tue Jul 14 06:11:31 PDT 2015","2015-07-14 13:13:09 UTC","","","78","100% (61/61)","0% (0/0)","0% (0/0)","https://www.pinterest.com/grndlem/health/","NA","188","https://s-media-cache-ak0.pinimg.com/236x/73/54/11/7354116f7f5ccf0b62dd8aa16b132934.jpg","451978512577587269","774","4","Female","52","White / Non-Hispanic","","","{}","{}","{}","Health|Food / drink|Detoxing","","","Outdoors","","","{}","{}","{}","Food/Drink","","","MUST-TRY DETOX WATERS","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3W9XHF7WGKVGBUQG2CGLP0G4KO6TKY","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:11:06 PDT 2015","1","BatchId:2008834;","86400","259200","Fri Aug 07 12:11:06 PDT 2015","","","3AWETUDC92SOEV7LY3PTNSYSO90ZIE","A2VE5IV9OD2SK1","Approved","Fri Jul 10 13:16:50 PDT 2015","Fri Jul 10 13:17:31 PDT 2015","Mon Jul 13 13:17:31 PDT 2015","2015-07-13 20:18:26 UTC","","","41","100% (4/4)","0% (0/0)","0% (0/0)","https://www.pinterest.com/rachelpope666/health/","NA","193","https://s-media-cache-ak0.pinimg.com/236x/be/55/8a/be558a45aa97fa9f5eeabcf91c2ee53d.jpg","112167846940241016","798","4","Male","38","White / Non-Hispanic","","","{}","{}","{}","Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
