"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.pinner_avatar","Input.board_id","Input.pin_url","Input.pin_no","Input.index","Input.batch","Answer.Q01Answer0","Answer.Q02Answer0","Answer.Q03Answer0","Answer.Q10Answerb","Answer.Q10Answerc","Answer.Q11Answer_other_a","Answer.Q11Answer_other_b","Answer.Q11Answer_other_c","Answer.Q11Answera","Answer.Q11Answerb","Answer.Q11Answerc","Answer.Q12Answera","Answer.Q12Answerb","Answer.Q12Answerc","Answer.Q13Answer_other_a","Answer.Q13Answer_other_b","Answer.Q13Answer_other_c","Answer.Q13Answera","Answer.Q13Answerb","Answer.Q13Answerc","Answer.Q14Answera","Answer.Q14Answerb","Answer.Q14Answerc","Answer.Q15Answerb","Answer.Q15Answerc","Answer.Q16Answerb","Answer.Q16Answerc","Answer.Q17Answerb","Answer.Q17Answerc","Answer.Q18Answerb","Answer.Q18Answerc","Answer.Q19Answerb","Answer.Q19Answerc","Answer.Q1Answera","Answer.Q1Answerb","Answer.Q1Answerc","Answer.Q20Answerb","Answer.Q20Answerc","Answer.Q21Answerb","Answer.Q21Answerc","Answer.Q22Answerc","Answer.Q23Answerc","Answer.Q24Answerc","Answer.Q25Answerb","Answer.Q25Answerc","Answer.Q26Answerb","Answer.Q26Answerc","Answer.Q2Answerb","Answer.Q2Answerc","Answer.Q3Answerb","Answer.Q3Answerc","Answer.Q4Answerb","Answer.Q4Answerc","Answer.Q5Answerb","Answer.Q5Answerc","Answer.Q6Answerb","Answer.Q6Answerc","Answer.Q7Answerb","Answer.Q8Answerb","Answer.Q8Answerc","Answer.Q9Answerb","Answer.Q9Answerc","Approve","Reject"
"3D17ECOUOEV96C60FN4C28G7J0I13B","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:48 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:48 PDT 2015","","","3R08VXYT7CVNVGLK4P1PXZE1YKF7WM","A1VYRD3HO2WDUN","Approved","Thu Sep 10 10:43:59 PDT 2015","Thu Sep 10 10:47:28 PDT 2015","Sun Sep 13 10:47:28 PDT 2015","2015-09-13 17:48:07 UTC","","","209","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/nrsoucy/health/","https://s-media-cache-ak0.pinimg.com/avatars/nrsoucy_1358962738_30.jpg","201","https://s-media-cache-ak0.pinimg.com/236x/eb/3d/0b/eb3d0be794118746001a9b8348397ed0.jpg","172262754468281092","837","5","Male","60","Asian","C","","{}","{}","{}","","Beauty / physical appearance","","","Artificial","","{}","nothing","{}","","Other","","{}","{}","{}","Very healthy","","Not at all","","Not at all","","Very much","","Very much","","","1","","No","","No","","","","","Very much","","Very much","","Yes","","Upper torso (back)|Upper arm|Bum|Hip|Upper leg","","Upper arm|Bum|Hip|Upper leg","","Don't know","","Female","","18 to 29","Don't know","","In-shape/athletic",""
"3P4ZBJFX2V3XNP2WW6UZW7VYI3WFWX","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:48 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:48 PDT 2015","","","33ISQZVXPPMKTZABEF9Z1RZC7DYCCH","A1VYRD3HO2WDUN","Approved","Wed Sep 09 17:41:20 PDT 2015","Wed Sep 09 17:45:59 PDT 2015","Sat Sep 12 17:45:59 PDT 2015","2015-09-13 00:48:07 UTC","","","279","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/nrsoucy/health/","https://s-media-cache-ak0.pinimg.com/avatars/nrsoucy_1358962738_30.jpg","201","https://s-media-cache-ak0.pinimg.com/236x/c9/3f/01/c93f01ef22769d05871d9365f7407571.jpg","456622849689004001","840","5","Male","60","Asian","B","","{}","{}","{}","","Health|Physical fitness / Sport|Workout plan/instructions|Beauty / physical appearance","","","Artificial","","{}","just text","{}","","Other","","{}","Do this 3 times
10 push ups
20 SIT UPS
25 SQUATS
20 lunges (10 per leg)
80 jumping jacks
60 second wall sit
Domestic Mama","{}","Very healthy","","Very much","","Very much","","Very much","","Not at all","","","1","","No","","No","","","","","Somewhat","","Somewhat","","Yes","","Head|Face|Upper torso (front)|Stomach|Upper arm|Lower arm|Hand|Hip|Upper leg","","Head|Face|Stomach|Upper arm|Lower arm|Hand|Upper leg","","Don't know","","Female","","18 to 29","Neither happy nor sad","","In-shape/athletic",""
"3N5YJ55YXG3C44CATPHKMN7GSBFANO","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:48 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:48 PDT 2015","","","3Z7ISHFUH0VVPPV8PHD2A34EQ35Z81","A3KOVCQYR8K3HY","Approved","Tue Sep 08 16:49:58 PDT 2015","Tue Sep 08 16:58:40 PDT 2015","Fri Sep 11 16:58:40 PDT 2015","2015-09-12 00:03:10 UTC","","","522","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/teytey903/health/","https://s-media-cache-ak0.pinimg.com/avatars/teytey903_1363458298_30.jpg","220","https://s-media-cache-ak0.pinimg.com/236x/42/c5/82/42c582b1c0d6f6e2b3ae3377cf569fb2.jpg","186266134564203971","917","5","Female","47","White / Non-Hispanic","","","{}","{}","{}","Health|Infographic|Physical fitness / Sport|Workout plan/instructions|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Don't know","","","text","{}","{}","Other","","","Mitzi  Dulan New Years Workout  Repeat for 3 Rounds","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NOEP8XAU42O32WGKEMQAKN9TBOPX2","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:48 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:48 PDT 2015","","","3WRFBPLXRAOF73BJAC7COZPU00D3NY","A1VYRD3HO2WDUN","Approved","Sun Sep 06 20:38:08 PDT 2015","Sun Sep 06 20:42:19 PDT 2015","Wed Sep 09 20:42:19 PDT 2015","2015-09-10 03:43:07 UTC","","","251","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/mackayfamily/health/","https://s-media-cache-ak0.pinimg.com/avatars/mackayfamily_1344913668_30.jpg","200","https://s-media-cache-ak0.pinimg.com/236x/a6/62/78/a66278ff7df18f7060b2fdee17c7abca.jpg","336573772128090790","832","5","Male","60","Asian","","","{}","{}","{}","Health|Medicine","","","Artificial","","","treatment bottle","{}","{}","Other","","","1/2 Alcohol
1/2 Vinegar
4 drops in each ear after swim","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JGHED38EDROX1IQTOEBTC3XVND7YK","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:49 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:49 PDT 2015","","","36DSNE9QZ5Y8A2DKECZCJV6OM6QJOP","A3KOVCQYR8K3HY","Approved","Sun Sep 06 15:41:13 PDT 2015","Sun Sep 06 15:45:56 PDT 2015","Wed Sep 09 15:45:56 PDT 2015","2015-09-09 22:48:08 UTC","","","283","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/pawlounge/health/","https://s-media-cache-ak0.pinimg.com/avatars/pawlounge_1410101978_30.jpg","205","https://s-media-cache-ak0.pinimg.com/236x/e3/c2/a7/e3c2a76fd8105f779885ceb0d51dd867.jpg","164592561358883497","857","5","Female","47","White / Non-Hispanic","","","{}","{}","{}","Health|Infographic|Food / drink","","","Artificial","","","text","{}","{}","Food/Drink|Other","","","Snack Hacks recipe for shakes.","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TUOHPJXYHXENBTHW00L2EV5M8RXW5","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:49 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:49 PDT 2015","","","374TNBHA8BV1Q3LZFPSJINGCEO0YQF","A3KOVCQYR8K3HY","Submitted","Sat Sep 12 17:53:53 PDT 2015","Sat Sep 12 17:56:33 PDT 2015","Tue Sep 15 17:56:33 PDT 2015","","","","160","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/clark9106/health/","https://s-media-cache-ak0.pinimg.com/avatars/clark9106_1371087556_30.jpg","233","https://s-media-cache-ak0.pinimg.com/236x/7a/a1/19/7aa119bb0b5b0c33738509ce415b77e2.jpg","310678074265672388","968","5","Female","47","White / Non-Hispanic","","","{}","{}","{}","Health|Weight loss / Dieting|Food / drink|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Don't know","","","chart","{}","{}","Other","","","Eat Clean: 2 Week Plan","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZQA3IO31BRYS1ZMYLO4QBEIEREO1T","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:49 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:49 PDT 2015","","","3WT783CTPBH1JUI50FD4Q7TUPNVCBX","A1OF4LT1OZYTDN","Approved","Sun Sep 06 14:12:34 PDT 2015","Sun Sep 06 14:14:16 PDT 2015","Wed Sep 09 14:14:16 PDT 2015","2015-09-09 21:18:09 UTC","","","102","100% (15/15)","100% (15/15)","100% (15/15)","https://www.pinterest.com/blacksayshi/fitnesshealth/","https://s-media-cache-ak0.pinimg.com/avatars/blacksayshi_1388635030_30.jpg","216","https://s-media-cache-ak0.pinimg.com/236x/20/6c/42/206c42e4094b6b9bf633f754282fc12d.jpg","51017408250723261","900","5","Female","54","White / Non-Hispanic","","","{}","{}","{}","Health|Infographic|Food / drink|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Don't know","","","{}","{}","{}","Food/Drink","","","Dull Skin
Acne Scars
Oily Skin
Dry Skin","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3L4YG5VW9NS1GZO9O5UJGJ3SZAADDB","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:49 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:49 PDT 2015","","","3HPZF4IVNMTXW2BGA7ROYIRVA4WCYB","A1OLRUT93TXWEP","Approved","Thu Sep 10 19:39:16 PDT 2015","Thu Sep 10 19:41:35 PDT 2015","Sun Sep 13 19:41:35 PDT 2015","2015-09-14 02:43:08 UTC","","","139","100% (84/84)","100% (2/2)","100% (2/2)","https://www.pinterest.com/illusivelu/health/","https://s-media-cache-ak0.pinimg.com/avatars/illusivelu_1329770606_30.jpg","237","https://s-media-cache-ak0.pinimg.com/236x/bf/a2/8e/bfa28e40dfc289ebac478b03628309ad.jpg","230105862187129777","988","5","Male","33","White / Non-Hispanic","A","","{}","{}","{}","","Nutritional supplements / Herbs","","","Indoors","","{}","{}","{}","","Food/Drink","","{}","{}","{}","Somewhat healthy","","Somewhat","","Not at all","","Not at all","","Not at all","","1","1","","Don't know","","Don't know","","","","","Somewhat","","Somewhat","","Yes","","Face|Hand","","Face|Hand","","Don't know","","Female","","18 to 29","Happy","","In-shape/athletic",""
"382GHPVPHSRQYB3J25NE06NAVKS34Q","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:49 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:49 PDT 2015","","","3Z7ISHFUH0VVPPV8PHD2A34EQ6HZ8J","A1VYRD3HO2WDUN","Approved","Thu Sep 10 07:52:50 PDT 2015","Thu Sep 10 07:58:27 PDT 2015","Sun Sep 13 07:58:27 PDT 2015","2015-09-13 15:03:07 UTC","","","337","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/michmich12345/health/","https://s-media-cache-ak0.pinimg.com/avatars/michmich12345-1366679715_30.jpg","229","https://s-media-cache-ak0.pinimg.com/236x/be/20/26/be2026c61bac3743f92d574291e1804c.jpg","451908143832508279","952","5","Male","60","Asian","","","{}","{}","{}","Health|Physical fitness / Sport|Workout plan/instructions","","","Artificial","","","just text","{}","{}","Other","","","TANK TOP ARMS
the workout
- 10 pushups
- 24 bicep burners (8 full bicep curls, 8 curls half way up, 8 full bicep curls)
- 15 shoulder presses
- 10 pushups
- 15 tricep dips
- 15 back rows
- 15 lateral raises
- 10 pushups
- 15 tricep kickbacks with 20 tricep pulse backs
fitfabcities.com","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"311HQEI8RSGO2RSVPAGU7JCZ1HH7ZB","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:35:49 PDT 2015","1","BatchId:2081408;","86400","259200","Wed Oct 07 06:35:49 PDT 2015","","","3QL2OFSM96I3K37235IDH2TO6HLNCJ","A3KOVCQYR8K3HY","Approved","Wed Sep 09 09:44:10 PDT 2015","Wed Sep 09 09:47:43 PDT 2015","Sat Sep 12 09:47:43 PDT 2015","2015-09-12 16:48:08 UTC","","","213","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/csaybe/health/","https://s-media-cache-ak0.pinimg.com/avatars/csaybe_1362947116_30.jpg","223","https://s-media-cache-ak0.pinimg.com/236x/35/9b/42/359b4216d8af23294394f23278e421a7.jpg","347903139935406719","932","5","Female","47","White / Non-Hispanic","","","{}","{}","{}","Health|Disease / Illness|Medicine|Science|Infographic|Weight loss / Dieting|Food / drink|Nutritional supplements / Herbs|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Don't know","","","words","{}","{}","Other","","","A Beginners Guide to Clean Eating","{}","{}","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
