"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.pinner_avatar","Input.board_id","Input.pin_url","Input.pin_no","Input.index","Input.batch","Answer.Q01Answer0","Answer.Q02Answer0","Answer.Q03Answer0","Answer.Q10Answerb","Answer.Q11Answer_other_a","Answer.Q11Answer_other_b","Answer.Q11Answer_other_c","Answer.Q11Answera","Answer.Q11Answerb","Answer.Q11Answerc","Answer.Q12Answera","Answer.Q12Answerb","Answer.Q12Answerc","Answer.Q13Answer_other_a","Answer.Q13Answer_other_b","Answer.Q13Answer_other_c","Answer.Q13Answera","Answer.Q13Answerb","Answer.Q13Answerc","Answer.Q14Answera","Answer.Q14Answerb","Answer.Q14Answerc","Answer.Q15Answerb","Answer.Q16Answerb","Answer.Q16Answerc","Answer.Q17Answerb","Answer.Q17Answerc","Answer.Q18Answerb","Answer.Q18Answerc","Answer.Q19Answerb","Answer.Q1Answera","Answer.Q1Answerb","Answer.Q1Answerc","Answer.Q20Answerb","Answer.Q20Answerc","Answer.Q21Answerb","Answer.Q21Answerc","Answer.Q22Answerc","Answer.Q23Answerc","Answer.Q24Answerc","Answer.Q25Answerb","Answer.Q26Answerb","Answer.Q2Answerb","Answer.Q2Answerc","Answer.Q3Answerb","Answer.Q4Answerb","Answer.Q5Answerb","Answer.Q5Answerc","Answer.Q6Answerb","Answer.Q6Answerc","Answer.Q7Answerb","Answer.Q8Answerb","Answer.Q8Answerc","Answer.Q9Answerb","Approve","Reject"
"3566S7OX5DJR7V7NHZ72FPSNO2417G","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","3LS2AMNW5FQPWPHX92JLGWIA01DQOI","A1OF4LT1OZYTDN","Approved","Sun Sep 06 12:34:43 PDT 2015","Sun Sep 06 12:36:53 PDT 2015","Wed Sep 09 12:36:53 PDT 2015","2015-09-09 19:38:11 UTC","","","130","100% (15/15)","100% (15/15)","100% (15/15)","https://www.pinterest.com/loonylou/health/","https://s-media-cache-ak0.pinimg.com/avatars/loonylou_1337116481_30.jpg","149","https://s-media-cache-ak0.pinimg.com/236x/d7/83/26/d78326899371423f75a238442ee2218b.jpg","119556565084207326","601","4","Female","54","White / Non-Hispanic","B","{}","{}","{}","","Health|Physical fitness / Sport|Running","","","Outdoors","","{}","{}","{}","","Urban Scene","","{}","How to Learn to Love Running","{}","Very healthy","Very much","","Very much","","Somewhat","","Not at all","","1","","No","","Yes","","","","","Somewhat","Not at all","Yes","","Upper torso (front)|Stomach|Lower arm|Hand|Bum|Hip|Upper leg|Lower leg|Foot","Hand|Lower leg","White / Non-Hispanic","","Female","","Don't know","Don't know","","In-shape/athletic"
"31MBOZ6PAORA9J6N1QXWFQTFNJ0LCZ","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","39JEC7537U1GS8GB5W44RJN1SGMVCZ","A3KOVCQYR8K3HY","Approved","Sun Sep 06 18:03:05 PDT 2015","Sun Sep 06 18:09:51 PDT 2015","Wed Sep 09 18:09:51 PDT 2015","2015-09-10 01:13:08 UTC","","","406","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/nicoleingram29/health/","NA","165","https://s-media-cache-ak0.pinimg.com/236x/2e/2d/3f/2e2d3f70a3d7f9fdf3844c4ef2c0415a.jpg","131871095312064398","671","4","Female","47","White / Non-Hispanic","C","{}","{}","{}","","Health|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Don't know","","{}","{}","{}","","Food/Drink","","{}","no text, photo of a woman splashing water on her face.","{}","Somewhat healthy","Somewhat","","Somewhat","","Somewhat","","Not at all","","1","","Don't know","","Don't know","","","","","Somewhat","Somewhat","Yes","","Head|Face","Head|Face|Hand","White / Non-Hispanic","","Female","","30 to 49","Happy","","In-shape/athletic"
"37SDSEDIN92V79C6R4Z8TPOIZMA183","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","3G0WWMR1UVK7E4HL8NJ817I5AVPQNS","A1VYRD3HO2WDUN","Approved","Tue Sep 08 19:03:27 PDT 2015","Tue Sep 08 19:07:19 PDT 2015","Fri Sep 11 19:07:19 PDT 2015","2015-09-12 02:08:17 UTC","","","232","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/davelwalters/health/","https://s-media-cache-ak0.pinimg.com/avatars/davelwalters_1329711077_30.jpg","162","https://s-media-cache-ak0.pinimg.com/236x/2f/c0/11/2fc0116d36aba2a077065265e6e57bd4.jpg","36380709462002890","659","4","Male","60","Asian","C","{}","{}","{}","","Health|Physical fitness / Sport|Fitness equipment|Beauty / physical appearance","","","Indoors","","{}","{}","{}","","Fitness Equipment","","{}","{}","{}","Very healthy","Very much","","Very much","","Very much","","Somewhat","","1","","No","","No","","","","","Somewhat","Not at all","Yes","","Head|Face|Upper torso (front)|Stomach|Upper arm|Lower arm|Hand|Hip|Upper leg","Head|Face|Upper torso (front)|Stomach|Upper arm|Lower arm|Hand","White / Non-Hispanic","","Male","","30 to 49","Neither happy nor sad","","In-shape/athletic"
"3E24UO25QZQTZN0J4R0LL75ZM2UO6R","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","34X6J5FLPTYBVEQ0TPRG801O1KTJQ8","A3KOVCQYR8K3HY","Submitted","Sat Sep 12 18:31:11 PDT 2015","Sat Sep 12 18:37:49 PDT 2015","Tue Sep 15 18:37:49 PDT 2015","","","","398","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/tiffanylor/health/","https://s-media-cache-ak0.pinimg.com/avatars/tiffanylor_1337403396_30.jpg","179","https://s-media-cache-ak0.pinimg.com/236x/27/e9/32/27e932434f332a152e72dccc0ca6928c.jpg","400468591842571302","732","4","Female","47","White / Non-Hispanic","","{}","{}","{}","Health|Infographic|Food / drink","","","Don't know","","","{}","{}","{}","Food/Drink","","","40 Uses for Apple Cider Vinegar","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"3NKW03WTLM7UEES5AM5T86ZCP55QW2","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","3AMYWKA6YBMWM7YDUT5NAR1J01K6OM","A1VYRD3HO2WDUN","Approved","Sun Sep 06 20:47:23 PDT 2015","Sun Sep 06 20:48:41 PDT 2015","Wed Sep 09 20:48:41 PDT 2015","2015-09-10 03:53:08 UTC","","","78","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/cajun31/health/","https://s-media-cache-ak0.pinimg.com/avatars/cajun31_1348191449_30.jpg","157","https://s-media-cache-ak0.pinimg.com/236x/52/6f/e6/526fe638afaf915e3d5cd35ef4ca0687.jpg","51650726949062310","637","4","Male","60","Asian","","{}","{}","{}","Food / drink","","","Artificial","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"3TZ0XG8CBUKDWEF1VHE18V61XYY89J","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","3OE22WJIGIOK9U1U5OVUF2AZIUPQUX","A1VYRD3HO2WDUN","Approved","Thu Sep 10 08:08:37 PDT 2015","Thu Sep 10 08:13:39 PDT 2015","Sun Sep 13 08:13:39 PDT 2015","2015-09-13 15:18:08 UTC","","","302","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/pkpastor/health/","https://s-media-cache-ak0.pinimg.com/avatars/pkpastor_1333005211_30.jpg","170","https://s-media-cache-ak0.pinimg.com/236x/d7/f9/ec/d7f9ec4fa931fa1f3931e6a31106b583.jpg","253116441531563413","699","4","Male","60","Asian","","{}","{}","{}","Health|Medicine|Infographic|Other","","","Indoors","","","toothpastes","{}","{}","Other","","","Have you ever noticed there is a distinct color at the bottom of each toothpaste pack ?
Do you know the meaning of the colors ?
Green: Natural.
Blue: Natural + Medicine.
Red: Natural + Chemical composition.
Black: Pure Chemical.
BE AWARE OF THE PRODUCTS THAT YOU USE DAILY","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"3U74KRR67MLHJ0BJZP81HSX8G00TNS","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","3ZPBJO59KP1LFZR503IBWOEA575HDP","A1VYRD3HO2WDUN","Approved","Thu Sep 10 10:59:26 PDT 2015","Thu Sep 10 11:02:18 PDT 2015","Sun Sep 13 11:02:18 PDT 2015","2015-09-13 18:03:07 UTC","","","172","100% (820/820)","100% (144/144)","100% (144/144)","https://www.pinterest.com/nancywhite35728/health/","https://s-media-cache-ak0.pinimg.com/avatars/nancywhite35728-1404617598_30.jpg","191","https://s-media-cache-ak0.pinimg.com/236x/34/d7/a3/34d7a3f0c4c0c20fb6c02ba36c3a1da0.jpg","259590365994972033","788","4","Male","60","Asian","","{}","{}","{}","Food / drink|Nutritional supplements / Herbs","","","Indoors","","","{}","{}","{}","Food/Drink","","","BLACKBERRY KIWI JUICE
- 1/4 pineapple
- 1 cup blackberries
- 1 kiwifruit
- 1 pear
- 30 fresh mint leaves","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"3VJ4PFXFJ37PZUWJQQT60IZA078AUG","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","3UN61F00HWP30GQFH2CMCGSOF5NR5I","A3KOVCQYR8K3HY","Submitted","Sat Sep 12 12:06:04 PDT 2015","Sat Sep 12 12:07:57 PDT 2015","Tue Sep 15 12:07:57 PDT 2015","","","","113","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/halfbakedbean/health/","https://s-media-cache-ak0.pinimg.com/avatars/halfbakedbean-1376027864_30.jpg","177","https://s-media-cache-ak0.pinimg.com/236x/2f/ec/d6/2fecd6e3cdd2317550ceeb9c87a36e8c.jpg","190628996702281567","723","4","Female","47","White / Non-Hispanic","","not sure I can't read the text","{}","{}","Other","","","Don't know","","","chart/text","{}","{}","Other","","","Monday, Tuesday, Wednesday, Thursday, Friday  with additional text","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"39RRBHZ0AU1QDHTR78JADXS2NZNVZQ","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","3G2UL9A02DEP116ED7OLZ5FOAP276F","A3KOVCQYR8K3HY","Submitted","Sun Sep 13 11:55:19 PDT 2015","Sun Sep 13 12:04:51 PDT 2015","Wed Sep 16 12:04:51 PDT 2015","","","","572","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/kimberlylynnj3/health/","https://s-media-cache-ak0.pinimg.com/avatars/kimberlylynnj3-1386598046_30.jpg","160","https://s-media-cache-ak0.pinimg.com/236x/a7/80/8e/a7808e35c9613b86449e7273b30d2cf6.jpg","124623114663201259","646","4","Female","47","White / Non-Hispanic","","{}","{}","{}","Health|Disease / Illness|Medicine|Infographic|Food / drink|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Don't know","","","text","{}","{}","Food/Drink|Other","","","Tape This Inside Medicine Cabinet","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"375VMB7D4JJIOA4VGJVU7GJ5RFIDID","31IV7WI13BM7ETN1ON07U8NS0WV5HE","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.20","Sun Sep 06 06:36:37 PDT 2015","1","BatchId:2081409;","86400","259200","Wed Oct 07 06:36:37 PDT 2015","","","3J2UYBXQQLCBJQ6US83CKQ512Y760Z","A3KOVCQYR8K3HY","Approved","Sun Sep 06 23:47:31 PDT 2015","Sun Sep 06 23:51:20 PDT 2015","Wed Sep 09 23:51:20 PDT 2015","2015-09-10 06:53:09 UTC","","","229","100% (166/166)","100% (138/138)","100% (138/138)","https://www.pinterest.com/loriv77/health/","https://s-media-cache-ak0.pinimg.com/avatars/loriv77_1386684496_30.jpg","189","https://s-media-cache-ak0.pinimg.com/236x/da/04/c5/da04c5081b99cc687ae88df1d6f86a38.jpg","510032726526091257","777","4","Female","47","White / Non-Hispanic","","{}","{}","{}","Health|Disease / Illness|Medicine|Infographic|Weight loss / Dieting|Food / drink|Detoxing|Nutritional supplements / Herbs|Mental health|Emotional wellbeing|Beauty / physical appearance","","","Don't know","","","text","{}","{}","Food/Drink|Other","","","Fruit Infused Water with additional text,","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
