"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.pinner_avatar","Input.board_id","Input.pin_url","Input.pin_no","Input.index","Input.batch","Answer.Q01Answer0","Answer.Q02Answer0","Answer.Q03Answer0","Answer.Q10Answerb","Answer.Q11Answer_other_a","Answer.Q11Answer_other_b","Answer.Q11Answer_other_c","Answer.Q11Answera","Answer.Q11Answerb","Answer.Q11Answerc","Answer.Q12Answera","Answer.Q12Answerb","Answer.Q12Answerc","Answer.Q13Answer_other_a","Answer.Q13Answer_other_b","Answer.Q13Answer_other_c","Answer.Q13Answera","Answer.Q13Answerb","Answer.Q13Answerc","Answer.Q14Answera","Answer.Q14Answerb","Answer.Q14Answerc","Answer.Q15Answerb","Answer.Q16Answerb","Answer.Q16Answerc","Answer.Q17Answerb","Answer.Q17Answerc","Answer.Q18Answerb","Answer.Q18Answerc","Answer.Q19Answerb","Answer.Q1Answera","Answer.Q1Answerb","Answer.Q1Answerc","Answer.Q20Answerb","Answer.Q20Answerc","Answer.Q21Answerb","Answer.Q21Answerc","Answer.Q22Answerc","Answer.Q23Answerc","Answer.Q24Answerc","Answer.Q25Answerb","Answer.Q26Answerb","Answer.Q2Answerb","Answer.Q2Answerc","Answer.Q3Answerb","Answer.Q4Answerb","Answer.Q5Answerb","Answer.Q5Answerc","Answer.Q6Answerb","Answer.Q6Answerc","Answer.Q7Answerb","Answer.Q8Answerb","Answer.Q8Answerc","Answer.Q9Answerb","Approve","Reject"
"308KJXFUJR6AZHHUQL3WVMD8FDFAT5","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:16:00 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:16:00 PDT 2015","","","3M23Y66PO27BKZQ61AMWUWBKU9V6SQ","A1VYRD3HO2WDUN","Approved","Mon Aug 03 19:59:10 PDT 2015","Mon Aug 03 20:00:50 PDT 2015","Thu Aug 06 20:00:50 PDT 2015","2015-08-07 03:03:14 UTC","","","100","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/ashleybrooket12/health/","NA","210","https://s-media-cache-ak0.pinimg.com/236x/7f/88/10/7f88104304d892f86cabb74841e5700a.jpg","AfQyW_aQhKeqsCnu_7ASWnPk6whk3MQqwF5gBCLxiV-YrsxafIgOutg","884","5","Male","60","Asian","","{}","{}","{}","Food / drink","","","Don't know","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"311HQEI8RSGO2RSVPAGU7JCZZ1V7ZR","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:53 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:53 PDT 2015","","","34S9DKFK73PGN687ZX02ETL75F4YNJ","A7V4CVENA0DYV","Approved","Tue Jul 21 15:18:00 PDT 2015","Tue Jul 21 15:24:00 PDT 2015","Fri Jul 24 15:24:00 PDT 2015","2015-07-24 22:28:07 UTC","","","360","100% (5/5)","0% (0/0)","0% (0/0)","https://www.pinterest.com/blacksayshi/fitnesshealth/","https://s-media-cache-ak0.pinimg.com/avatars/blacksayshi_1388635030_30.jpg","216","https://s-media-cache-ak0.pinimg.com/236x/83/5b/b8/835bb835586e975c20c33a79243b6027.jpg","480970435179784825","899","5","","{}","","B","{}","{}","{}","","Beauty / physical appearance","","","Indoors","","{}","Rug ?","{}","","Other","","{}","Mix ¼ cup listerine any kind (I like the blue :) ) ¼ cup vinegar and ½ cup warm water, or hot if you like. Let soak for 10 to 15 minutes. When done wipe with cloth. . . . . . the dead skin will practically fall right off.","{}","Average","Not at all","","Not at all","","Very much","","Not at all","","1","","No","","No","","","","","Somewhat","Not at all","Yes","","Lower leg|Foot","Lower leg|Foot","White / Non-Hispanic","","Female","","18 to 29","Don't know","","In-shape/athletic"
"31ANT7FQN82NO2EIVVVQ9SUYC5J5HK","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:59 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:59 PDT 2015","","","3KGTPGBS6XL3HBZ93D5TJKCWZ2Q2UZ","ABT7QTMIYXYO0","Approved","Tue Aug 04 09:07:50 PDT 2015","Tue Aug 04 09:10:43 PDT 2015","Fri Aug 07 09:10:43 PDT 2015","2015-08-07 16:13:26 UTC","","","173","100% (44/44)","0% (0/0)","0% (0/0)","https://www.pinterest.com/goob56/health/","NA","195","https://s-media-cache-ak0.pinimg.com/236x/e7/43/e9/e743e9942b9238e2e3ae200ad4bd788b.jpg","154881674659106262","806","5","Female","22","Black / Non-Hispanic","","{}","{}","{}","Health","","","Artificial","","","{}","{}","{}","","","","YOUR HEALTH
ITS A NUMBERS GAME
20 MINUTES
8 GRAMS OF FIBER
30 MINUTES
35 INCHES
28 DAYS
50 OR ABOVE
7 HOURS OF SLEEP
91 OUNCES
2 DENTAL
1 GLASS OF WINE","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"337F8MIIMZDUHJ4MJI5VY8P3QSM048","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:56 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:56 PDT 2015","","","3DHE4R9OCWBKCTYEJ8GCF5B5Q2J2GN","A2YBGZ2H2KSO5T","Approved","Sun Jul 26 11:10:33 PDT 2015","Sun Jul 26 11:13:39 PDT 2015","Wed Jul 29 11:13:39 PDT 2015","2015-07-29 18:18:08 UTC","","","186","100% (2/2)","0% (0/0)","0% (0/0)","https://www.pinterest.com/aashepherd93/health/","https://s-media-cache-ak0.pinimg.com/avatars/alyssashepherd7-1406115302_30.jpg","228","https://s-media-cache-ak0.pinimg.com/236x/c5/74/94/c5749469a32db7d8e88e838ee07e5253.jpg","463026405413712262","948","5","Female","27","White / Non-Hispanic","","{}","{}","{}","Weight loss / Dieting|Food / drink","","","Artificial","","","{}","{}","{}","Food/Drink","","","35 Amazing foods for weight loss
Bananas, apples, berries, avocado, grapefruit, lemon, pomegranate, oranges, tomatoes, coconut","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"33P2GD6NRNSQ6LZL2IZWBHDG9UDKHH","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:55 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:55 PDT 2015","","","36WLNQG78ZAGGS2JW6JZGVTX6VVBE0","A1ODHC7GKYB5QA","Approved","Wed Jul 15 21:27:23 PDT 2015","Wed Jul 15 21:34:15 PDT 2015","Sat Jul 18 21:34:15 PDT 2015","2015-07-19 04:38:07 UTC","","","412","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/janalynedmonds/health/","https://s-media-cache-ak0.pinimg.com/avatars/janalynedmonds-1373766239_30.jpg","196","https://s-media-cache-ak0.pinimg.com/236x/7f/ba/a0/7fbaa0f42ab4bc62f6d7523685db1b68.jpg","73816881366438825","813","5","","{}","White / Non-Hispanic","","{}","{}","{}","Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"33Q5P9PUSPMUE8NRGRO5N54D0BKZC8","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:55 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:55 PDT 2015","","","3ZGVPD4G6THEN9NWSFOX1Z011U9ZTY","A2RA4A0LLQLGUW","Approved","Mon Aug 03 09:40:20 PDT 2015","Mon Aug 03 09:41:02 PDT 2015","Thu Aug 06 09:41:02 PDT 2015","2015-08-06 16:43:12 UTC","","","42","100% (51/51)","0% (0/0)","0% (0/0)","https://www.pinterest.com/csaybe/health/","https://s-media-cache-ak0.pinimg.com/avatars/csaybe_1362947116_30.jpg","223","https://s-media-cache-ak0.pinimg.com/236x/a2/72/f3/a272f3e01eb0872e244f5c37d42a370e.jpg","88312842667051468","934","5","Female","50","White / Non-Hispanic","","{}","{}","{}","Infographic|Weight loss / Dieting|Food / drink","","","Don't know","","","{}","{}","{}","Food/Drink","","","Lets go shopping","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"34R3P23QHS1H1LT2RWIZZS7BW1LWHO","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:55 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:55 PDT 2015","","","3QUO65DNQUOHOIOEQB3QQXFZZATUO9","A1ODHC7GKYB5QA","Approved","Thu Jul 23 22:54:44 PDT 2015","Thu Jul 23 22:55:49 PDT 2015","Sun Jul 26 22:55:49 PDT 2015","2015-07-27 05:58:07 UTC","","","65","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/kels_alexandra/health/","https://s-media-cache-ak0.pinimg.com/avatars/kels_alexandra_1337064595_30.jpg","203","https://s-media-cache-ak0.pinimg.com/236x/47/d9/ea/47d9eaf19350be76807218bfd5645670.jpg","99079260528779221","848","5","","{}","","C","{}","{}","{}","","Beauty / physical appearance","","","Indoors","","{}","nothing","{}","","Other","","{}","{}","{}","Average","Not at all","","Not at all","","Very much","","Not at all","","1","","Don't know","","Don't know","","","","","Not at all","Not at all","Yes","","Upper leg|Lower leg","Upper leg|Lower leg","White / Non-Hispanic","","Male","","30 to 49","Don't know","","Average"
"35XW21VSVGEQG0VJYCNWUVXX75ZSLD","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:16:00 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:16:00 PDT 2015","","","3G5W44VEU7IFT9248EMGF1XZ6X5GKC","A1ODHC7GKYB5QA","Approved","Thu Jul 23 23:04:57 PDT 2015","Thu Jul 23 23:06:47 PDT 2015","Sun Jul 26 23:06:47 PDT 2015","2015-07-27 06:08:07 UTC","","","110","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/csillafgyulai/health/","https://s-media-cache-ak0.pinimg.com/avatars/csillafgyulai-1416187634_30.jpg","218","https://s-media-cache-ak0.pinimg.com/236x/e6/59/e5/e659e5dc51ad4fadf49e0b6d6b75db64.jpg","414049759461690149","909","5","","{}","","","coconut oil","{}","{}","Nutritional supplements / Herbs|Other","","","Outdoors","","","coconut oil","{}","{}","Food/Drink|Other","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"36818Z1KV3D500J0B6X5D99ALD1A3L","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:55 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:55 PDT 2015","","","3E4GGUZ1T8RPEFUX9Z1RDX3YWK6K2F","A1ODHC7GKYB5QA","Approved","Wed Jul 15 06:20:29 PDT 2015","Wed Jul 15 06:22:19 PDT 2015","Sat Jul 18 06:22:19 PDT 2015","2015-07-18 13:23:08 UTC","","","110","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/jenjenobrien1/health/","https://s-media-cache-ak0.pinimg.com/avatars/jenjenobrien1_1348630932_30.jpg","213","https://s-media-cache-ak0.pinimg.com/236x/20/c4/55/20c455668b76134a941c558c84d07ea6.jpg","154811305916082368","888","5","Female","37","White / Non-Hispanic","","Home decor","{}","{}","Other","","","Outdoors","","","Home decor scene","{}","{}","Other","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"36BTXXLZ2V8IHDOLDVOAI4QQZHL4R8","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:53 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:53 PDT 2015","","","3SKRO2GZ71RIPUC1QV1D8ETT5SRK1Q","A2RA4A0LLQLGUW","Approved","Thu Jul 30 09:08:54 PDT 2015","Thu Jul 30 09:09:34 PDT 2015","Sun Aug 02 09:09:34 PDT 2015","2015-08-02 16:13:07 UTC","","","40","100% (51/51)","0% (0/0)","0% (0/0)","https://www.pinterest.com/triciaw04/health/","https://s-media-cache-ak0.pinimg.com/avatars/triciaw04_1333413319_30.jpg","234","https://s-media-cache-ak0.pinimg.com/236x/7d/0e/56/7d0e5630f6b80cb544dfa9d6f714a4e6.jpg","392657661236206001","975","5","Female","50","White / Non-Hispanic","","{}","{}","{}","Health|Weight loss / Dieting|Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"36KM3FWE3RCR06M5LG321K9DHUC07S","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:58 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:58 PDT 2015","","","3TK8OJTYM1LZMXPFA1QABJM8OJHVPU","A1VYRD3HO2WDUN","Approved","Tue Aug 04 06:53:18 PDT 2015","Tue Aug 04 06:56:51 PDT 2015","Fri Aug 07 06:56:51 PDT 2015","2015-08-07 13:58:49 UTC","","","213","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/csillafgyulai/health/","https://s-media-cache-ak0.pinimg.com/avatars/csillafgyulai-1416187634_30.jpg","218","https://s-media-cache-ak0.pinimg.com/236x/ac/04/95/ac049513ec349631543e1339e197e886.jpg","414049759461496198","908","5","Male","60","Asian","","{}","{}","{}","Health|Food / drink","","","Indoors","","","{}","{}","{}","Food/Drink","","","TRADER JOE'S
ORGANIC
VIRGIN 
COCONUT OIL
NET 16 FL OZ
(1 PT) 473 mL","{}","{}","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","",""
"378G7J1SJLY5HB201VATEPAY4LTWE8","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:54 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:54 PDT 2015","","","3OWEPKL089CX8MC6COA21G1A1WON7W","A1ODHC7GKYB5QA","Approved","Wed Jul 15 11:32:49 PDT 2015","Wed Jul 15 11:35:06 PDT 2015","Sat Jul 18 11:35:06 PDT 2015","2015-07-18 18:38:08 UTC","","","137","100% (310/310)","0% (0/0)","0% (0/0)","https://www.pinterest.com/tabicat6901/health/","https://s-media-cache-ak0.pinimg.com/avatars/tabicat6901-1393414789_30.jpg","202","https://s-media-cache-ak0.pinimg.com/236x/b1/6d/34/b16d34b189f56aeab9dba73c72504806.jpg","256986722457264744","842","5","","{}","","B","{}","{}","{}","","Health|Physical fitness / Sport|Yoga /  Pilates|Weight loss / Dieting|Mental health|Emotional wellbeing","","","Artificial","","{}","{}","{}","","","","{}","{}","{}","Very healthy","Very much","","Very much","","Somewhat","","Not at all","","1","","No","","No","","","","","Very much","Very much","Yes","","Head|Face|Upper torso (front)|Stomach|Upper arm|Lower arm|Hand|Hip|Upper leg|Lower leg|Foot","Face|Stomach|Upper arm|Lower arm|Upper leg|Lower leg","White / Non-Hispanic","","Female","","18 to 29","Happy","","In-shape/athletic"
"38RHULDV9YFHXG4MXE0KZ48QWE0WIH","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:55 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:55 PDT 2015","","","3L4PIM1GQTG1240ZS4HJNDQH62KYRE","A3RUBZV5K0TL2J","Approved","Sat Jul 18 20:49:09 PDT 2015","Sat Jul 18 20:49:40 PDT 2015","Tue Jul 21 20:49:40 PDT 2015","2015-07-22 03:53:10 UTC","","","31","100% (61/61)","0% (0/0)","0% (0/0)","https://www.pinterest.com/triciaw04/health/","https://s-media-cache-ak0.pinimg.com/avatars/triciaw04_1333413319_30.jpg","234","https://s-media-cache-ak0.pinimg.com/236x/b1/54/b0/b154b025a581b64583dbba005c4f04df.jpg","235242780507913281","972","5","Female","52","White / Non-Hispanic","","{}","{}","{}","Food / drink","","","Don't know","","","{}","{}","{}","Food/Drink","","","{}","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"38XPGNCKHT0AAK52MFTKJ1FTKNYV4S","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:16:00 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:16:00 PDT 2015","","","39L1G8WVWQRCTW4U5P9ERSCRUIF31W","A1VYRD3HO2WDUN","Approved","Mon Aug 03 20:01:07 PDT 2015","Mon Aug 03 20:04:13 PDT 2015","Thu Aug 06 20:04:13 PDT 2015","2015-08-07 03:08:12 UTC","","","186","100% (676/676)","100% (11/11)","0% (0/0)","https://www.pinterest.com/csillafgyulai/health/","https://s-media-cache-ak0.pinimg.com/avatars/csillafgyulai-1416187634_30.jpg","218","https://s-media-cache-ak0.pinimg.com/236x/de/df/2f/dedf2fdf35ee3001d420ba03fde26923.jpg","249035054367288296","906","5","Male","60","Asian","","{}","{}","{}","Health|Food / drink","","","Don't know","","","{}","{}","{}","Food/Drink","","","Spectrum
Organic
Virgin Coconut Oil","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
"39AYGO6AFFKBH2073C086I5UUB2N6O","3NWM3X0LA7M8TT5ZD6R7V0G3FL6XPA","Describe an image","Please describe the content of one image","Image, description, Pinterest, health, picture","$0.10","Tue Jul 07 12:15:57 PDT 2015","1","BatchId:2008838;","86400","259200","Fri Aug 07 12:15:57 PDT 2015","","","3IX2EGZR7BJB7F5064GGDQBTT5NJRV","A3UDP95JGEX3H1","Approved","Mon Jul 20 14:32:02 PDT 2015","Mon Jul 20 14:35:53 PDT 2015","Thu Jul 23 14:35:53 PDT 2015","2015-07-23 21:38:08 UTC","","","231","100% (13/13)","0% (0/0)","0% (0/0)","https://www.pinterest.com/teytey903/health/","https://s-media-cache-ak0.pinimg.com/avatars/teytey903_1363458298_30.jpg","220","https://s-media-cache-ak0.pinimg.com/236x/78/3d/f9/783df921ab3d9629a9f91927b23ec9cb.jpg","164099980148731399","916","5","Female","50","White / Non-Hispanic","","{}","{}","{}","Physical fitness / Sport|Cycling|Running","","","Outdoors","","","rural road","{}","{}","Nature Scene|Other","","","the real workout starts when you want to stop","{}","{}","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","",""
